"","long","lat","heuteVok","breitVok","wachsenVokStem","wachsenVokEnd","butter"
"1228",7.65306,48.12469,"i/ie","oi","k.A.","k.A.","Butter"
"1229",7.37665,48.125,"i/ie","ei","V-short","a/o","Butter"
"1230",8.33183,48.12564,"i/ie","oa","V-short","a/o","Butter"
"1231",7.6357,48.12586,"e","ei","V-short","a/o","Butter"
"1232",8.00281,48.12764,"i/ie","ei","V-long","e","Anke(n)"
"1233",7.67629,48.12873,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1234",7.80344,48.12897,"i/ie","ei","V-short","a/o","Butter"
"1235",7.88416,48.12924,"ü","ei","V-short","a/o","Butter"
"1236",8.49251,48.1303,"i/ie","oa","V-short","a/o","Anke(n)"
"1237",8.2316,48.13032,"i/ie","ei","V-short","a/o","Butter"
"1238",8.25836,48.13097,"i/ie","ei","V-long","e","Butter"
"1239",8.52734,48.13129,"i/ie","oa","V-long","e","Butter"
"1240",8.45905,48.13221,"i/ie","oa","V-short","a/o","Butter"
"1241",8.37425,48.13255,"i/ie","oa","V-short","a/o","Butter"
"1242",7.3035,48.13267,"e","ei","V-short","a/o","Anke(n)"
"1243",8.16036,48.1327,"i/ie","ei","V-long","e","Anke(n)/Butter"
"1244",7.65562,48.13337,"i/ie","ei","V-short","a/o","Anke(n)"
"1245",8.96312,48.13491,"ü","oa","V-short","a/o","Butter"
"1246",7.28695,48.13649,"e","ei","V-short","a/o","Butter"
"1247",7.8346,48.13735,"i/ie","ei","V-short","a/o","Butter"
"1248",7.61363,48.13798,"i/ie","ei","V-short","a/o","Anke(n)"
"1249",7.2617,48.13853,"e","ei","V-short","a/o","Anke(n)"
"1250",7.80591,48.13912,"i/ie","ei","V-short","a/o","Butter"
"1251",7.70312,48.1419,"i/ie","ei","V-short","a/o","Butter"
"1252",8.02152,48.14244,"i/ie","ei","V-short","a/o","Anke(n)"
"1253",8.20179,48.14296,"i/ie","ei","V-long","e","k.A."
"1254",7.48794,48.1443,"e","ei","V-short","a/o","Anke(n)"
"1255",7.92037,48.14437,"i/ie","aa","V-long","a/o","Butter"
"1256",7.32417,48.14496,"i/ie","ei","V-short","a/o","Butter"
"1257",7.97753,48.14612,"i/ie","ei","V-short","a/o","Butter"
"1258",7.84077,48.14954,"i/ie","ei","V-short","a/o","Butter"
"1259",7.32094,48.14982,"e","ei","k.A.","k.A.","Butter"
"1260",7.7507,48.15056,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1261",8.49142,48.15251,"eu","ao","V-long","e","Butter"
"1262",8.04318,48.15444,"i/ie","ei","V-long","e","Anke(n)"
"1263",7.37011,48.1551,"e","ei","V-short","a/o","Anke(n)/Butter"
"1264",8.93612,48.15571,"ü","aa","V-short","a/o","Anke(n)/Butter"
"1265",7.92477,48.15747,"i/ie","ei","V-short","a/o","Butter"
"1266",8.0932,48.15752,"i/ie","ei","V-long","-0","Anke(n)/Butter"
"1267",8.25756,48.15793,"sonst",NA,"V-long","e","Butter"
"1268",7.32264,48.15802,"e","ei","V-short","a/o","Butter"
"1269",8.37655,48.16035,"i/ie","oa","V-long","e","Butter"
"1270",7.50131,48.16133,"i/ie","ei","V-short","a/o","Butter"
"1271",8.3168,48.16202,"i/ie","oa","V-long","e","Butter"
"1272",7.79392,48.16302,"i/ie","ei","V-short","a/o","Butter"
"1273",7.7031,48.16341,"i/ie","ei","V-long","e","Butter"
"1274",7.82936,48.1638,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1275",7.29975,48.16568,"e","ei","V-short","a/o","Butter"
"1276",7.64933,48.1663,"i/ie","ei","V-short","a/o","Butter"
"1277",8.03332,48.167,"i/ie","ei","V-short","a/o","Butter"
"1278",7.54583,48.1675,"e","ei","V-short","a/o","Butter"
"1279",7.76731,48.16962,"i/ie","ei","V-short","a/o","Butter"
"1280",7.31874,48.17063,"ü","ei","V-short","a/o","Butter"
"1281",8.46043,48.17227,"i/ie","aa","V-long","e","Anke(n)"
"1282",8.07142,48.17331,"i/ie","ei","V-short","a/o","Butter"
"1283",7.88578,48.17377,"i/ie","ei","V-short","a/o","Butter"
"1284",7.98858,48.1762,"i/ie","ei","V-short","a/o","Butter"
"1285",8.1889,48.17741,"i/ie","ei","V-short","a/o","Anke(n)"
"1286",7.90612,48.17863,"i/ie","ei","V-short","a/o","Butter"
"1287",7.81686,48.17869,"i/ie","ei","V-short","a/o","Butter"
"1288",7.31671,48.18091,"e","ei","V-short","a/o","Butter"
"1289",7.50726,48.18379,"e","ei","V-short","a/o","Butter"
"1290",7.56598,48.18437,"e","ei","V-short","a/o","Butter"
"1291",7.43355,48.18466,"i/ie","ei","V-short","a/o","Butter"
"1292",7.89687,48.18611,"i/ie","ei","V-short","a/o","Butter"
"1293",7.39289,48.18656,"i/ie","ei","V-short","a/o","Butter"
"1294",7.57052,48.18862,"i/ie","ei","V-short","a/o","Butter"
"1295",8.34688,48.1887,"i/ie","oa","V-short","a/o","Butter"
"1296",8.22818,48.18982,"i/ie","ei","V-long","e","Anke(n)"
"1297",8.26562,48.1922,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1298",7.77005,48.19298,"i/ie","ei","V-short","a/o","Butter"
"1299",7.32486,48.19355,"e","ei","V-short","a/o","Butter"
"1300",7.81384,48.19396,"i/ie","ei","V-short","a/o","Butter"
"1301",7.67618,48.19761,"i/ie","ei","V-short","a/o","Butter"
"1302",7.51527,48.20131,"e","ei","V-short","a/o","Butter"
"1303",8.12114,48.20548,"ü","ei","V-long","e","Anke(n)"
"1304",8.12114,48.20548,"ü","ei","V-long","e","Anke(n)"
"1305",8.12114,48.20548,"i/ie","ei","V-long","e","Anke(n)"
"1306",8.12114,48.20548,"i/ie","ei","V-long","e","Anke(n)"
"1307",7.35777,48.20604,"e","ei","V-short","a/o","Butter"
"1308",7.79647,48.20762,"i/ie","ei","V-short","a/o","Butter"
"1309",7.8306,48.20842,"i/ie","ei","V-short","a/o","Butter"
"1310",7.57377,48.20951,"i/ie","ei","k.A.","k.A.","Butter"
"1311",7.55134,48.21037,"i/ie","ei","V-short","a/o","Butter"
"1312",8.23036,48.21193,"i/ie","ei","V-long","e","Anke(n)"
"1313",8.22958,48.21343,"i/ie","ei","V-short","a/o","Anke(n)"
"1314",7.80659,48.21534,"i/ie","ei","V-short","a/o","Butter"
"1315",7.36295,48.21541,"ei/ai","ei","V-short","a/o","Butter"
"1316",8.02694,48.2183,"i/ie","ei","V-long","e","Butter"
"1317",8.02694,48.2183,"i/ie","ei","V-long","e","Butter"
"1318",8.02694,48.2183,"e","ei","V-long","e","Butter"
"1319",8.02694,48.2183,"e","ei","V-long","e","Butter"
"1320",7.82928,48.21892,"i/ie","ei","V-short","a/o","Butter"
"1321",7.96799,48.22021,"i/ie","ei","V-short","a/o","Butter"
"1322",7.77743,48.22249,"i/ie","ei","k.A.","k.A.","Anke(n)/Butter"
"1323",7.64715,48.22339,"i/ie","ei","V-short","a/o","Butter"
"1324",7.35716,48.22457,"e","ei","V-short","a/o","Anke(n)/Butter"
"1325",7.59489,48.2251,"i/ie",NA,"V-short","a/o","Butter"
"1326",7.71048,48.22667,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1327",7.30397,48.22949,"i/ie","ei","V-short","a/o","Butter"
"1328",7.30397,48.22949,"i/ie","ei","V-short","a/o","Butter"
"1329",7.30397,48.22949,"ü","ei","V-short","a/o","Butter"
"1330",7.30397,48.22949,"ü","ei","V-short","a/o","Butter"
"1331",7.56377,48.22957,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1332",7.52018,48.23003,"e","ei","V-short","a/o","Butter"
"1333",7.57481,48.2329,"i/ie","ei","V-short","a/o","Butter"
"1334",7.61664,48.23405,"e","ei","V-short","a/o","Anke(n)"
"1335",7.82007,48.23676,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1336",7.53925,48.23746,NA,"ei","V-short","a/o","Butter"
"1337",7.71317,48.23982,"i/ie","ei","V-short","a/o","Butter"
"1338",7.88015,48.24152,"i/ie","ei","V-short","a/o","Butter"
"1339",7.38445,48.24184,"e","ei","V-short","a/o","Butter"
"1340",7.38445,48.24184,"e","ei","V-short","a/o","Butter"
"1341",7.38445,48.24184,"e","ei","V-short","a/o","Butter"
"1342",7.38445,48.24184,"e","ei","V-short","a/o","Butter"
"1343",7.17972,48.24483,"e","ei","V-short","a/o","Anke(n)/Butter"
"1344",7.17972,48.24483,"e","ei","V-short","a/o","Anke(n)/Butter"
"1345",7.17972,48.24483,"e","ei","V-short","a/o","Anke(n)/Butter"
"1346",7.17972,48.24483,"i/ie","ei","V-short","a/o","Butter"
"1347",7.17972,48.24483,"i/ie","ei","V-short","a/o","Butter"
"1348",7.17972,48.24483,"i/ie","ei","V-short","a/o","Butter"
"1349",7.17972,48.24483,"e","ei","k.A.","k.A.","Butter"
"1350",7.17972,48.24483,"e","ei","k.A.","k.A.","Butter"
"1351",7.17972,48.24483,"e","ei","k.A.","k.A.","Butter"
"1352",7.78041,48.24632,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1353",7.85884,48.24754,"i/ie","ei","V-short","a/o","Butter"
"1354",7.95383,48.24804,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1355",8.21021,48.25051,"ü","ei","V-long","e","Butter"
"1356",7.60327,48.25126,"i/ie","ei","V-short","a/o","Butter"
"1357",7.60327,48.25126,"i/ie","ei","V-short","a/o","Butter"
"1358",7.60327,48.25126,"e","ei","k.A.","k.A.","Butter"
"1359",7.60327,48.25126,"e","ei","k.A.","k.A.","Butter"
"1360",7.39476,48.25441,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1361",8.10795,48.25629,"i/ie","ei","V-short","a/o","Butter"
"1362",7.81361,48.25631,"i/ie","ei","V-short","a/o","Butter"
"1363",7.45232,48.2578,"e","ei","V-short","a/o","Butter"
"1364",7.45232,48.2578,"e","ei","V-short","a/o","Butter"
"1365",7.45232,48.2578,"e","ei","V-short","a/o","Butter"
"1366",7.45232,48.2578,"i/ie","ei","V-short","a/o","Butter"
"1367",7.45232,48.2578,"i/ie","ei","V-short","a/o","Butter"
"1368",7.45232,48.2578,"i/ie","ei","V-short","a/o","Butter"
"1369",7.45232,48.2578,"e","ei","V-short","a/o","Butter"
"1370",7.45232,48.2578,"e","ei","V-short","a/o","Butter"
"1371",7.45232,48.2578,"e","ei","V-short","a/o","Butter"
"1372",8.0713,48.26094,"i/ie",NA,"V-short","a/o","Butter"
"1373",8.24598,48.26194,"i/ie","ei","V-long","e","Butter"
"1374",7.58962,48.26345,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1375",7.81401,48.26606,"i/ie","ei","V-short","a/o","Butter"
"1376",7.85339,48.26704,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1377",8.36541,48.26734,"i/ie","oa","V-long","e","Butter"
"1378",7.53321,48.2674,"e","ei","V-short","a/o","Butter"
"1379",7.72571,48.26873,"i/ie","ei","V-short","a/o","Butter"
"1380",7.95562,48.27087,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1381",7.28169,48.2709,"e","ei","V-short","a/o","Anke(n)/Butter"
"1382",7.28169,48.2709,"e","ei","V-short","a/o","Anke(n)/Butter"
"1383",7.28169,48.2709,"e","ei","V-short","a/o","Butter"
"1384",7.28169,48.2709,"e","ei","V-short","a/o","Butter"
"1385",7.39919,48.27183,"i/ie","ei","V-short","a/o","Butter"
"1386",8.01871,48.27471,"i/ie","ei","V-long","-0","Anke(n)"
"1387",8.01871,48.27471,"i/ie","ei","V-long","-0","Anke(n)"
"1388",8.01871,48.27471,"ei/ai","aa","V-short","a/o","Anke(n)/Butter"
"1389",8.01871,48.27471,"ei/ai","aa","V-short","a/o","Anke(n)/Butter"
"1390",7.79862,48.27835,"i/ie","ei","V-short","a/o","Butter"
"1391",7.85658,48.27938,"i/ie","ei","V-short","a/o","Butter"
"1392",8.08413,48.28008,"i/ie","ei","V-long","e","k.A."
"1393",7.60713,48.28366,"i/ie","ei","V-short","a/o","Butter"
"1394",7.30201,48.28406,"i/ie","ei","V-short","a/o","Butter"
"1395",8.17189,48.28424,"i/ie","ei","V-long","e","Butter"
"1396",8.11097,48.28707,"i/ie","ei","V-long","e","Anke(n)"
"1397",7.81323,48.28708,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1398",7.4198,48.28734,"e","ei","V-short","a/o","Butter"
"1399",7.66174,48.29015,"i/ie","ei","V-short","a/o","Butter"
"1400",8.34259,48.29033,"i/ie","aa","V-long","e","Butter"
"1401",8.27063,48.29042,"i/ie","ei","V-short","a/o","Butter"
"1402",7.56768,48.29055,"i/ie","ei","V-short","a/o","Butter"
"1403",7.74182,48.29235,"i/ie","ei","V-short","a/o","Butter"
"1404",7.74182,48.29235,"i/ie","ei","V-short","a/o","Butter"
"1405",7.74182,48.29235,"i/ie","ei","V-short","a/o","Butter"
"1406",7.74182,48.29235,"i/ie","ei","V-short","a/o","Butter"
"1407",8.30807,48.2924,"i/ie","oa","V-short","a/o","k.A."
"1408",7.95069,48.29243,"i/ie","ei","V-short","a/o","Butter"
"1409",8.07369,48.29315,"sonst","ei","V-short","a/o","Butter"
"1410",7.82466,48.29439,"i/ie","ei","V-short","a/o","Butter"
"1411",8.16759,48.2974,"i/ie","ei","V-long","e","Butter"
"1412",8.22076,48.30289,"i/ie","oa","V-short","a/o","Butter"
"1413",8.22076,48.30289,"i/ie","oa","V-short","a/o","Butter"
"1414",8.22076,48.30289,"i/ie","ei","V-long","e","Butter"
"1415",8.22076,48.30289,"i/ie","ei","V-long","e","Butter"
"1416",8.05831,48.30508,"i/ie","ei","V-short","a/o","Butter"
"1417",7.33937,48.3063,"i/ie","ei","V-short","a/o","Butter"
"1418",7.50132,48.30759,"i/ie","ei","V-short","a/o","Butter"
"1419",7.67044,48.30971,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1420",7.4217,48.30979,"i/ie","ei","V-short","a/o","Butter"
"1421",7.94104,48.30987,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1422",8.37253,48.31105,"ei/ai","ei","V-long","e","Butter"
"1423",7.52112,48.31139,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1424",7.61297,48.31375,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1425",7.32766,48.31529,"i/ie","ei","V-short","a/o","k.A."
"1426",8.21698,48.3174,"i/ie","ei","V-short","a/o","Butter"
"1427",8.21698,48.3174,"i/ie","ei","V-short","a/o","Butter"
"1428",8.21698,48.3174,"i/ie","ei","V-long","e","Anke(n)"
"1429",8.21698,48.3174,"i/ie","ei","V-long","e","Anke(n)"
"1430",7.70498,48.31755,"ei/ai","ei","V-short","a/o","Butter"
"1431",7.86031,48.31851,"i/ie","ei","V-short","a/o","Butter"
"1432",7.86031,48.31851,"i/ie","ei","V-short","a/o","Butter"
"1433",7.86031,48.31851,"i/ie","ei","V-short","a/o","Butter"
"1434",7.86031,48.31851,"i/ie","ei","V-short","a/o","Butter"
"1435",7.80753,48.31925,"i/ie","ei","V-short","a/o","k.A."
"1436",8.25164,48.3205,"i/ie","ei","V-long","e","Anke(n)/Butter"
"1437",7.42838,48.32103,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1438",8.0046,48.32294,"i/ie","ei","V-long","e","Anke(n)"
"1439",7.35364,48.32384,"i/ie","ei","V-short","a/o","Butter"
"1440",7.75888,48.32591,"i/ie","ei","V-short","a/o","Butter"
"1441",7.83797,48.32639,"i/ie","ei","V-short","a/o","Butter"
"1442",7.33562,48.32669,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1443",8.09119,48.32718,"i/ie","ei","V-short","a/o","Butter"
"1444",7.36093,48.3272,"i/ie","ei","V-short","a/o","Butter"
"1445",7.31338,48.32872,"e",NA,"V-short","a/o","Butter"
"1446",8.05965,48.32962,"i/ie","ei","V-long","e","k.A."
"1447",8.2924,48.33187,"i/ie","ei","V-long","e","Butter"
"1448",7.9231,48.33196,"i/ie","ei","k.A.","k.A.","Butter"
"1449",7.68036,48.33214,"i/ie","ei","V-short","a/o","Butter"
"1450",7.82557,48.3325,"i/ie","ei","V-short","a/o","Butter"
"1451",7.28546,48.33566,"i/ie","ei","V-short","a/o","Butter"
"1452",7.61683,48.33696,"i/ie","ei","V-short","a/o","Butter"
"1453",7.32386,48.33763,"i/ie","ei","V-short","a/o","Butter"
"1454",7.5423,48.33798,"i/ie","ei","V-short","a/o","Butter"
"1455",7.90787,48.33884,"i/ie","ei","V-short","a/o","Butter"
"1456",8.0278,48.33891,"sonst",NA,"V-long","e","Butter"
"1457",7.87603,48.34018,"i/ie","ei","V-short","a/o","Butter"
"1458",7.41844,48.34128,"i/ie","ei","V-short","a/o","Butter"
"1459",7.30273,48.34253,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1460",8.35246,48.34621,"ei/ai","ei","V-long","n","Anke(n)"
"1461",7.55199,48.34632,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1462",7.6323,48.3467,"i/ie","ei","V-short","a/o","Butter"
"1463",7.76001,48.34931,"i/ie","ei","k.A.","k.A.","Butter"
"1464",7.71659,48.34964,"i/ie","ei","V-short","a/o","Butter"
"1465",7.85875,48.34966,"i/ie","ei","V-short","a/o","Butter"
"1466",7.41957,48.3503,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1467",7.28942,48.35047,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1468",7.26349,48.3533,"i/ie","ei","V-short","a/o","Butter"
"1469",8.08843,48.35461,"i/ie","ei","V-long","e","Butter"
"1470",8.08843,48.35461,"i/ie","ei","V-long","e","Butter"
"1471",8.08843,48.35461,"i/ie","ei","V-long","e","Butter"
"1472",8.08843,48.35461,"i/ie","ei","V-long","e","Butter"
"1473",7.31832,48.35651,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1474",7.57814,48.35799,"i/ie","ei","V-short","a/o","Butter"
"1475",7.4655,48.35803,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1476",7.4655,48.35803,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1477",7.4655,48.35803,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1478",7.4655,48.35803,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1479",8.06267,48.3591,"i/ie","ei","V-long","e","Butter"
"1480",7.68912,48.35924,"i/ie","ei","V-short","a/o","Butter"
"1481",7.83742,48.36009,"i/ie","ei","V-short","a/o","Butter"
"1482",7.4322,48.36386,"i/ie","ei","V-short","a/o","Butter"
"1483",8.0327,48.36461,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1484",8.01836,48.36476,"i/ie","other","V-short","a/o","Butter"
"1485",7.2921,48.36514,"i/ie","ei","V-short","a/o","k.A."
"1486",7.38628,48.36613,"i/ie","ei","k.A.","k.A.","Anke(n)/Butter"
"1487",7.78326,48.36703,"i/ie","ei","V-short","a/o","Butter"
"1488",7.40011,48.36706,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1489",7.40011,48.36706,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1490",7.40011,48.36706,"i/ie","ei","V-short","a/o","Butter"
"1491",7.40011,48.36706,"i/ie","ei","V-short","a/o","Butter"
"1492",7.59385,48.37263,"i/ie","ei","V-short","a/o","Butter"
"1493",7.59385,48.37263,"i/ie","ei","V-short","a/o","Butter"
"1494",7.59385,48.37263,"i/ie","ei","V-short","a/o","Butter"
"1495",7.59385,48.37263,"i/ie","ei","V-short","a/o","Butter"
"1496",7.59385,48.37263,"i/ie","ei","V-short","a/o","Butter"
"1497",7.59385,48.37263,"i/ie","ei","V-short","a/o","Butter"
"1498",7.59385,48.37263,"i/ie","ei","V-short","a/o","Butter"
"1499",7.59385,48.37263,"i/ie","ei","V-short","a/o","Butter"
"1500",7.59385,48.37263,"i/ie","ei","V-short","a/o","Butter"
"1501",7.87515,48.37378,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1502",8.12723,48.37386,"i/ie","ei","V-long","e","Anke(n)"
"1503",8.12723,48.37386,"i/ie","ei","V-long","e","Anke(n)"
"1504",8.12723,48.37386,"i/ie","ei","V-long","e","Anke(n)"
"1505",8.12723,48.37386,"i/ie","ei","V-long","e","Anke(n)"
"1506",8.12723,48.37386,"i/ie","ei","V-short","a/o","Anke(n)"
"1507",8.12723,48.37386,"i/ie","ei","V-short","a/o","Anke(n)"
"1508",8.12723,48.37386,"i/ie","ei","V-short","a/o","Anke(n)"
"1509",8.12723,48.37386,"i/ie","ei","V-short","a/o","Anke(n)"
"1510",8.12723,48.37386,"i/ie",NA,"V-short","a/o","Anke(n)/Butter"
"1511",8.12723,48.37386,"i/ie",NA,"V-short","a/o","Anke(n)/Butter"
"1512",8.12723,48.37386,"i/ie",NA,"V-short","a/o","Anke(n)/Butter"
"1513",8.12723,48.37386,"i/ie",NA,"V-short","a/o","Anke(n)/Butter"
"1514",8.12723,48.37386,"i/ie","ei","V-short","a/o","Anke(n)"
"1515",8.12723,48.37386,"i/ie","ei","V-short","a/o","Anke(n)"
"1516",8.12723,48.37386,"i/ie","ei","V-short","a/o","Anke(n)"
"1517",8.12723,48.37386,"i/ie","ei","V-short","a/o","Anke(n)"
"1518",7.89815,48.37746,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1519",8.28904,48.37778,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1520",7.57276,48.37779,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1521",7.48841,48.37831,"i/ie","ei","V-short","a/o","Butter"
"1522",7.47022,48.38171,"i/ie","ei","V-short","a/o","Butter"
"1523",7.85268,48.38219,"i/ie","ei","V-short","a/o","Butter"
"1524",7.61417,48.38275,"i/ie","ei","V-short","a/o","Butter"
"1525",7.69824,48.38295,"i/ie","ei","V-short","a/o","Butter"
"1526",7.44268,48.38403,"i/ie","ei","V-short","a/o","Butter"
"1527",7.75477,48.38593,"i/ie","ei","V-short","a/o","Butter"
"1528",7.41747,48.38635,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1529",7.99239,48.38717,"i/ie","ei","V-short","a/o","Butter"
"1530",8.01398,48.38754,"i/ie","ei","V-long","e","Butter"
"1531",7.81571,48.38829,"i/ie","ei","V-short","a/o","Butter"
"1532",8.03268,48.39239,"i/ie","ei","V-long","e","Anke(n)/Butter"
"1533",7.44252,48.39603,"i/ie","ä","V-short","a/o","Butter"
"1534",7.58855,48.39622,"i/ie","ei","V-short","a/o","Butter"
"1535",7.62677,48.39642,"i/ie","ei","V-short","a/o","Butter"
"1536",7.49786,48.39782,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1537",7.90095,48.39821,"i/ie","ei","V-short","a/o","Butter"
"1538",8.08082,48.39898,"i/ie","ei","V-short","a/o","Anke(n)"
"1539",8.08082,48.39898,"i/ie","ei","V-short","a/o","Anke(n)"
"1540",8.08082,48.39898,"i/ie","ei","k.A.","k.A.","Anke(n)"
"1541",8.08082,48.39898,"i/ie","ei","k.A.","k.A.","Anke(n)"
"1542",7.93733,48.40041,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1543",7.63886,48.40167,"i/ie","ei","V-short","a/o","Butter"
"1544",8.01593,48.40299,"i/ie","ei","V-short","a/o","Butter"
"1545",7.33005,48.40339,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1546",7.84148,48.4057,"i/ie","ei","V-short","a/o","Butter"
"1547",7.45244,48.40651,"i/ie","ä","V-short","a/o","Anke(n)/Butter"
"1548",7.45244,48.40651,"i/ie","ä","V-short","a/o","Anke(n)/Butter"
"1549",7.45244,48.40651,"i/ie","ä","V-short","a/o","Anke(n)/Butter"
"1550",7.45244,48.40651,"i/ie","ä","V-short","a/o","Anke(n)/Butter"
"1551",7.45244,48.40651,"i/ie","ä","V-short","a/o","Anke(n)/Butter"
"1552",7.45244,48.40651,"i/ie","ä","V-short","a/o","Anke(n)/Butter"
"1553",7.45244,48.40651,"i/ie","ä","V-short","a/o","Anke(n)/Butter"
"1554",7.45244,48.40651,"i/ie","ä","V-short","a/o","Anke(n)/Butter"
"1555",7.45244,48.40651,"i/ie","ä","V-short","a/o","Anke(n)/Butter"
"1556",7.98716,48.40675,"i/ie","ei","V-short","a/o","Butter"
"1557",7.77738,48.40898,"sonst",NA,"V-short","a/o","Butter"
"1558",7.5965,48.41075,"i/ie","ei","V-short","a/o","Butter"
"1559",7.46795,48.4111,"i/ie","ä","V-short","a/o","Butter"
"1560",7.891,48.41717,"i/ie","ei","V-short","a/o","Butter"
"1561",7.45184,48.41784,"i/ie","ei","V-short","a/o","Butter"
"1562",7.49064,48.41936,"i/ie","ei","V-short","a/o","Butter"
"1563",7.6099,48.42013,"i/ie","ei","V-short","a/o","Butter"
"1564",7.66295,48.4211,"i/ie","ei","V-short","a/o","Butter"
"1565",7.52068,48.42151,"ü","ei","V-short","a/o","Butter"
"1566",8.05467,48.42157,"i/ie","ei","V-long","e","Butter"
"1567",7.94627,48.42199,"i/ie","ei","V-short","a/o","Butter"
"1568",7.90797,48.42392,"i/ie","ei","V-long","n","Butter"
"1569",8.32852,48.42806,"i/ie","ei","V-long","e","Butter"
"1570",8.32852,48.42806,"i/ie","ei","V-long","e","Butter"
"1571",8.32852,48.42806,"i/ie","ei","V-long","e","Butter"
"1572",8.32852,48.42806,"i/ie","ei","V-long","e","Butter"
"1573",7.6199,48.42864,"i/ie","ei","V-short","a/o","Anke(n)"
"1574",8.01986,48.42981,"sonst","ei","V-short","a/o","Butter"
"1575",8.20916,48.43032,"ü",NA,"V-long","e","Butter"
"1576",7.81161,48.43161,"i/ie","ei","V-short","a/o","Butter"
"1577",7.99275,48.43199,"i/ie","ei","V-short","a/o","Butter"
"1578",7.48432,48.43288,"i/ie","ei","V-short","a/o","Butter"
"1579",8.17462,48.43425,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1580",7.25895,48.43628,"i/ie","ei","V-short","a/o","Butter"
"1581",7.42423,48.4458,"i/ie","ei","V-short","a/o","Butter"
"1582",7.54397,48.44858,"i/ie","ei","V-short","a/o","Butter"
"1583",7.81569,48.44904,"i/ie","ei","V-short","a/o","Butter"
"1584",7.97048,48.45192,"i/ie","ei","V-short","a/o","Butter"
"1585",8.23935,48.45251,"i/ie","ei","V-short","a/o","Butter"
"1586",7.51765,48.45309,"i/ie","ei","V-short","a/o","Butter"
"1587",7.88679,48.45347,"i/ie","ei","V-long","e","Butter"
"1588",7.64596,48.45465,"i/ie","ei","V-short","a/o","Butter"
"1589",8.16274,48.45618,"i/ie","ei","V-short","a/o","Butter"
"1590",7.43298,48.46056,"i/ie","ei","k.A.","k.A.","Butter"
"1591",7.43298,48.46056,"i/ie","ei","k.A.","k.A.","Butter"
"1592",7.43298,48.46056,"i/ie","ei","V-short","e","Butter"
"1593",7.43298,48.46056,"i/ie","ei","V-short","e","Butter"
"1594",7.48507,48.4622,"i/ie","ei","V-short","a/o","Butter"
"1595",7.97963,48.46469,"i/ie","ei","V-short","a/o","Butter"
"1596",7.81393,48.46505,"i/ie","ei","V-short","a/o","Butter"
"1597",7.83364,48.46521,"i/ie","ei","V-short","a/o","Butter"
"1598",7.67249,48.46706,"i/ie","ei","V-short","a/o","Butter"
"1599",7.72339,48.46948,"i/ie","ei","V-short","a/o","Butter"
"1600",7.9447,48.47195,"sonst",NA,"V-short","a/o","Butter"
"1601",8.20067,48.47223,"i/ie","ei","V-short","a/o","Butter"
"1602",8.3101,48.47233,"i/ie","ei","V-short","a/o","Butter"
"1603",7.41771,48.47239,"i/ie","ei","V-short","a/o","Butter"
"1604",8.16423,48.47333,"i/ie","ei","V-short","a/o","Anke(n)"
