data,X_utm,Y_utm,class
Hünd,539850.604704554,5473184.68897029,nd
Hind,536736.485247239,5472080.03182325,nd
Hund,548736.699989956,5470811.74395401,nd
Hund,517536.774303942,5463479.00324952,nd
Hind,519659.553152247,5459985.37409429,nd
Hind,518913.871251459,5459033.34860901,nd
Hi̯nd,521793.958909987,5456622.68433344,nd
Hünd,527533.995014753,5463003.08284235,nd
Hund,515062.680261938,5316752.30935525,nd
d'Hund,519355.419938348,5312966.1608004,nd
Hünd,519023.58396118,5308122.42642196,nd
Hund,519023.58396118,5308122.42642196,nd
Hünde,514972.237695804,5306485.54431996,nd
d'Hund,518169.766643434,5305027.61486885,nd
Hund,523037.660983218,5304681.54651677,nd
Hund ,524679.931232587,5300642.64562424,nd
Hund,512667.679342465,5301075.08419287,nd
die Hund,512667.679342465,5301075.08419287,nd
d'Hund,526387.538906677,5307204.45633903,nd
d'Hund,528014.857014704,5301040.1887549,nd
Hund,512990.56194751,5295177.43271924,nd
Hūnd,514203.260827662,5291894.90931964,nd
Hund,515749.961861404,5296662.48396254,nd
d'Hund,519009.887096043,5296837.87830903,nd
Hund,522037.729581204,5294818.02144862,nd
Hund,520256.458041003,5295243.86367301,nd
Hund,517778.095341891,5294573.3102698,nd
Hund,519481.947493635,5293793.0100436,nd
d'Hund,524061.258585167,5294722.71272826,nd
Hind,522497.156016951,5292969.24982718,nd
d'Hund,521425.487418733,5291513.65984029,nd
Hund,521373.012852677,5289692.94833558,nd
d'Hund,523332.213471028,5289636.03646713,nd
Hunde,524308.22922964,5297425.65694777,nd
"Hund, Hünd",514625.226631946,5288840.66656119,nd
Hund,525937.108885796,5296185.68916156,nd
Hūnde,528784.354503915,5294301.9096026,nd
d'Hund,527350.509776997,5293950.41343195,nd
Hūnd,532129.545313215,5293599.28243109,nd
Hünd,530394.123235448,5290773.51744164,nd
Hund,532284.536945654,5290109.08913971,nd
Hind,514299.257895608,5298216.94464336,nd
Hund,512973.152716824,5284542.24207525,nd
Hund,517503.679527224,5285507.71885072,nd
Hund,518405.829109387,5286939.78902013,nd
d'Hund,522319.57387949,5286366.68771799,nd
d'Hund,524182.350783744,5285788.42779084,nd
Hind,516200.359544172,5290576.44345788,nd
Hunde,520442.42228195,5282399.80263693,nd
Hind,520086.968399746,5284291.29961818,nd
Hund ,522503.829725338,5282159.57206739,nd
Hind,523991.700405566,5280377.25623718,nd
Hund,519618.598447834,5287266.07269419,nd
Hund,525298.442032424,5288837.38135853,nd
d'Hund,526144.950141909,5286443.7826471,nd
Hund,529198.556444737,5285351.35213075,nd
Hund,530769.004396404,5283515.59590601,nd
Hünd,530017.902112659,5282232.41498115,nd
Hund,532326.9007641,5285192.31598354,nd
d'Hund,525564.08719881,5283145.8269315,nd
Hund,513332.491268653,5278954.91983611,nd
die Hund,527590.176807437,5279271.79143627,nd
Hund,525004.456627349,5404484.20387877,nd
Hond,550486.229717759,5400986.47856445,nd
Hōnd,536220.097410181,5383134.38936543,nd
Hond,549082.078166023,5316965.39473375,nd
Hund,426966.278197862,5397512.96254215,nd
Hund,427513.607427383,5397577.01157626,nd
Hind,429739.836687759,5399791.07983095,nd
Hund,430802.682825601,5398339.24241789,nd
Hund,431360.145067659,5396659.20755404,nd
Hund,432914.756513062,5397724.33977988,nd
Hund,433621.120560352,5395886.0124015,nd
Hund,434903.683032075,5396347.91226162,nd
Hunde,435951.920835727,5398917.27596547,nd
Hind,438255.174130815,5397607.38527119,nd
Hünd,436414.767924935,5393951.48978288,nd
Hunde,434406.105377552,5394688.33717503,nd
Hund ,434679.49927698,5391115.39820548,nd
Hund,430676.905057783,5393217.86603384,nd
Hund,444511.414498107,5398243.44705678,nd
Hind,445701.425234372,5399325.69890809,nd
Hund,445701.425234372,5399325.69890809,nd
Hind,439662.734608767,5398346.91243114,nd
Hünd,439965.345987381,5396664.9763881,nd
Hund,438513.72722489,5395765.76377539,nd
Hünd,438226.554359189,5394407.06825309,nd
Hunde,440521.530664402,5392437.90378246,nd
Hunde,440521.530664402,5392437.90378246,nd
Hund,440521.530664402,5392437.90378246,nd
Hundä,439852.618595958,5390672.97561012,nd
Hünd,451943.584641989,5399096.36981438,nd
Hinn,452491.351695443,5397450.8704077,nn
Hind,455216.382473099,5397571.84321357,nd
die Hinn,436814.138733759,5388102.70249789,nn
Hunn,453158.264848518,5394792.82228951,nn
Hund,451523.77042601,5393650.57194529,nd
Hünd,452942.85162722,5392531.27980748,nd
Hind,452807.454193892,5391923.22630153,nd
Hond,500142.724210063,5394993.01991881,nd
Hund,427744.319956736,5390584.41677156,nd
Hüind,427744.319956736,5390584.41677156,nd
Hund,429940.647752749,5389543.80399091,nd
Hund,432725.43485524,5389716.56014059,nd
Hund,433094.245776242,5387719.94739206,nd
"Hund, Hind",431004.291045057,5386605.67875576,nd
"Hund, Hünd",430087.855198104,5386038.89286079,nd
Hind,428699.623647928,5384086.3173148,nd
Hund,427203.064124533,5382043.19317812,nd
"Hund, Hi̊nd",431071.584514616,5383012.86802149,nd
Hund,432246.524945071,5385544.44814863,nd
Hind,434214.09831924,5386958.54924142,nd
"Hune, Hind",435666.414196714,5389269.67649584,nd
Hind,437334.878711879,5389875.60670413,nd
Hünd,435295.246878056,5385625.29546501,nd
Hünd,434955.245927853,5382351.90000085,nd
Hund,445942.952208628,5389817.33405998,nd
Hünde,446248.574490734,5385499.99966258,nd
Hund,452018.511021481,5387551.08935227,nd
Honn,480783.645989527,5385526.20226549,nn
Hünd,430400.278647986,5379588.12606521,nd
"Hund, d'Hund",430917.112606897,5378651.26286581,nd
Hund,432730.723586544,5378683.81140089,nd
Hūnd ,433974.110117927,5381258.27724627,nd
Hind,436300.131243285,5380761.25392542,nd
Hind,438014.740373522,5379776.07634265,nd
Hünd,434605.603532799,5374580.7213591,nd
d'Hünd,431949.299071046,5375753.82998332,nd
Hund,429426.957776036,5375629.16267556,nd
Hunde,427732.514213499,5376276.5023598,nd
Hind,428838.054791558,5378932.81139481,nd
Hünd,428069.686104172,5380019.82604492,nd
Hind,441194.650715997,5380481.27408599,nd
"Hund, Hind, dr Hund, d'Hind",432613.592398154,5371958.30015422,nd
"Hund, Hünd",436571.543594928,5371756.85657091,nd
Hund,438097.026632824,5367343.28768238,nd
d'r Hund,430059.435450989,5363589.33224096,nd
Hund,427495.756989164,5364537.60057628,nd
Hunde,430926.8509775,5372145.42014275,nd
Hünd,440413.229578892,5374943.33098575,nd
Hund,438228.005345913,5369248.3657223,nd
die Hund,440919.997461305,5369097.32406719,nd
d'Hund,449008.226878341,5369029.7436438,nd
"Hund, Hünd",450326.514851259,5364096.86067631,nd
Hind,450326.514851259,5364096.86067631,nd
Hind,438949.090265211,5364896.16061398,nd
Hünd,443757.106089441,5366876.23579641,nd
Hund,431964.002065595,5361054.85534936,nd
Hund,435367.351239478,5358222.54807582,nd
Hund,435367.351239478,5358222.54807582,nd
"Hund, Bauser",435367.351239478,5358222.54807582,nd
Hunde,432468.61521327,5356116.33199158,nd
Hind,432468.61521327,5356116.33199158,nd
Hünd,430566.371279858,5356638.41119321,nd
Hund,427954.915007983,5354426.44665547,nd
"Hund, Hünd",427292.157595316,5357308.6066548,nd
Hind,427000.320676232,5359844.79567519,nd
Hind,427166.743474126,5361560.23218132,nd
Hund,428391.559313186,5360366.23506456,nd
Hund,435367.351239478,5358222.54807582,nd
Hind,441194.650715997,5380481.27408599,nd
Hind,447354.091072572,5358534.46484425,nd
Hunde,441949.618100534,5351875.15014127,nd
d'Hund,452020.616760284,5354983.77400618,nd
Hind,426212.655344454,5352673.43177714,nd
"Hunde, d'Hind",430302.479937185,5353364.42487795,nd
Hind,432636.947277651,5353065.03643862,nd
d'Hund,434051.41245933,5348589.615288,nd
d'Hünd,430169.677921272,5350638.01514675,nd
Hunde,432051.158710638,5347836.08989967,nd
d'Hind,433787.634246354,5345171.02978676,nd
d'Hund,431073.56751553,5345720.12663246,nd
Hind,427190.038339789,5347299.19963946,nd
Hund,447555.797621653,5353429.1849083,nd
Hünd,444522.534418894,5352194.07080669,nd
Hund,442213.471435199,5350259.49996994,nd
Hund,442213.471435199,5350259.49996994,nd
Hunde,441949.618100534,5351875.15014127,nd
Hund,438263.925385025,5349690.69361915,nd
Hund,438567.050611337,5348224.50672353,nd
Hunde,441371.212459078,5344445.46035945,nd
Hond,444038.99857983,5345689.21134925,nd
"Hund, Hünd",445898.510995363,5348837.09652789,nd
d'Hund,448677.6155886,5349031.45915564,nd
d'Hund,453475.72263316,5351063.32506964,nd
Hund,451236.076602325,5348778.86799862,nd
Hund,452907.635294341,5346209.27025496,nd
d'Hend,427721.237598818,5341021.51973828,nd
Hint,427721.237598818,5341021.51973828,nd
Hund,428123.424148706,5335313.65252099,nd
Hind,430964.756189446,5335980.08030175,nd
Hünd,434702.038382353,5339512.26549544,nd
Hünd,434702.038382353,5339512.26549544,nd
Hůnde,442824.040993887,5340142.13573531,nd
d'Hund,442767.767441266,5340309.43972708,nd
Hond,445422.507147947,5337923.53480556,nd
"Hund, Hind",442637.411162106,5337686.26374181,nd
"Hund, d'Hund",439703.541473099,5336336.97401251,nd
Hund,451458.23413443,5337480.00746119,nd
d Hund,459884.751149703,5335588.36035928,nd
"Hund, Hünd",428839.177474053,5333908.47267486,nd
die Hund,427211.323977299,5332594.97770216,nd
Händ,425798.187671986,5330967.88152201,nd
Hind,429154.889029341,5328161.83595839,nd
Hund,437527.664962738,5331390.34385286,nd
Hund,432563.277531374,5334205.73338062,nd
Hond,449196.261715596,5334534.00106766,nd
Hund,444786.726722989,5334120.23945,nd
Hond,440622.021421163,5332497.90362453,nd
Hund,442825.507717507,5331070.41886372,nd
Hund,444817.32860085,5331123.12485266,nd
Hünd,448540.399117772,5329409.98574854,nd
Hond,449293.38039345,5326937.83563799,nd
"Hind, d'Hünd",440742.033788681,5328133.66902067,nd
Hund,453637.833144009,5334310.63620645,nd
die Hond,453441.660002121,5331222.11164,nd
Hoand,450278.784926103,5330480.62295986,nd
Hunde,462174.223529052,5333376.3614632,nd
d'Hund,459750.836710564,5331136.48163188,nd
d'Hund,462239.006771481,5330907.22614499,nd
Hund,460491.871384261,5328213.55469271,nd
Hund,457517.401347356,5327564.58173889,nd
Hunde,464831.284682236,5331000.75521263,nd
Hund (m) ,463037.02627817,5328884.60228805,nd
Hund,462834.149346471,5327099.70075371,nd
Hund ,466667.169905468,5326434.78679691,nd
Hund,495249.196288434,5333608.95269665,nd
Hund,497256.098177163,5331295.7450565,nd
Hund,499716.375916259,5328124.03650636,nd
Hund,502593.432525941,5330049.70155711,nd
Hunde,505816.753353954,5329736.40731939,nd
Hund,427975.803159651,5320888.68546494,nd
Hund,428031.806746362,5318514.6713082,nd
Hund,432306.560261894,5317538.99413379,nd
Hunde,435523.880008159,5316750.58044884,nd
dr Hund,434103.493446987,5320268.20260523,nd
Hind,435758.818251341,5321547.79095159,nd
Hind,432469.542124667,5325556.20400305,nd
Hund,444717.979893073,5324832.58642966,nd
Hund,448197.824304266,5321556.59510894,nd
"Hund, Hind",444333.178813748,5317099.8454456,nd
"Hund, Hind",445278.509993209,5319707.36682542,nd
Hund,438400.804621822,5319350.14581292,nd
Hund,440866.993055171,5322414.408094,nd
Hund,443074.466466832,5321811.85470808,nd
Hind,459688.8812662,5322743.78087129,nd
t'Hund,459280.223809219,5319757.79504865,nd
Hund,460575.685259549,5319928.82406643,nd
Hund,460504.801462073,5317967.49506096,nd
"Hūnd (m), d'Hūnde ",460233.194757372,5316868.97433349,nd
Hund,456012.890580095,5316408.41832244,nd
Hünd,456611.471827065,5320101.89492898,nd
Hunde,453145.061163901,5319314.3708665,nd
d'Hünd,452799.153671968,5325213.90349785,nd
Hund,467929.566508682,5319265.07240452,nd
Hund,465111.977368431,5318414.51954511,nd
Hind,499009.582322465,5317522.9151294,nd
Hund,475772.346811841,5306815.97148241,nd
Hund,501156.022314539,5321040.7287216,nd
Hund,503890.452083135,5322470.16717118,nd
Hund,507753.724268141,5321632.70258934,nd
Hunde,509574.647720589,5321041.92539266,nd
Hund,507611.297457447,5318318.11845962,nd
viel Hund,511802.252281103,5317522.71821651,nd
Hund,432306.560261894,5317538.99413379,nd
Hund,428820.356365848,5315035.50762006,nd
d'Hund,425854.880661428,5314534.93247496,nd
Hund,425926.212691315,5312479.74060117,nd
Hund (m) ,425096.239139398,5310893.07860881,nd
d'Hund,430996.600013325,5310060.17162839,nd
Hind,435642.420301139,5310868.99682177,nd
Hund ,437564.870267594,5314607.17303327,nd
Hund,443638.023682029,5315051.35346134,nd
Hund,449070.158341966,5315948.84553773,nd
Hund,445382.553162974,5312206.76059622,nd
d'Hund,447445.971563063,5312684.41681025,nd
d'Hund,447052.934896898,5310938.46075926,nd
Hund,444323.672055811,5307234.97510236,nd
Hund,443075.361898007,5307645.09162492,nd
Hind,443240.930671634,5310800.24325187,nd
Hind,460530.938783602,5314493.86066037,nd
Hund,457231.672947833,5312970.21412897,nd
Hund,454332.535116931,5312037.6888487,nd
Hunde,451968.568231051,5309134.73796033,nd
Hunde,455263.837530369,5308616.93651285,nd
"Hund, Hünd",458741.609974571,5308678.80771593,nd
Hund,462705.910753506,5310989.26200994,nd
"d'r Hund, d'Hund ",460629.532307372,5312433.57496893,nd
Hund,472786.808302063,5315413.18014401,nd
Hund,470617.079829454,5313643.25949422,nd
Hund,471081.944019351,5313029.59206581,nd
Hind,473954.069918199,5308893.44115149,nd
Hund,467142.4207052,5310547.66758939,nd
Hund,462706.477963698,5309807.74424564,nd
Hund,466508.635441915,5314174.7595753,nd
Hund,467592.531384299,5314496.44267082,nd
d'Hind,478893.213800032,5315526.46939562,nd
"Hunde, Hünde",475448.799856791,5314524.25058996,nd
Hund,482023.244090333,5312748.29021463,nd
Hund,479863.875056889,5310839.27518177,nd
Hind,478734.812449496,5310613.25933893,nd
Hund,483897.848622401,5307522.23592162,nd
Hund,498684.616593747,5311876.78525404,nd
Hund,499722.238197058,5310774.08357423,nd
Hund,499763.183191613,5307805.40894419,nd
Hunde,493090.100423995,5309364.45750365,nd
Hūnd,489020.882722204,5308400.47715823,nd
Hūnd,502526.788440057,5315757.27634532,nd
Hund,499888.07545859,5314691.94705527,nd
Hunde,502433.926572453,5313067.5143774,nd
Hund,503574.28305234,5312032.23588972,nd
Hund,502232.615863874,5310598.90056223,nd
Hind,500784.377539619,5308036.63774184,nd
Hund,508006.1226199,5310018.29641194,nd
Hund,509055.938786832,5309635.28899274,nd
Hund,507571.030929939,5312648.5140796,nd
d'Hund ,508606.940791856,5315733.15115654,nd
d'Hund,505312.54924789,5315649.14024205,nd
d'Hund,436426.893378493,5305818.22059646,nd
Hind,436426.893378493,5305818.22059646,nd
Hund,432336.549409308,5302219.87868282,nd
Hūnd,434530.099861512,5302211.27674137,nd
d'Hind,436204.746911821,5301811.27733929,nd
d'Hund,433438.982339749,5300790.93638061,nd
"der Hund, Hind",434394.866673663,5298400.15936514,nd
Hunde,447262.240293818,5304589.71847278,nd
"Hind, Hünd",441201.170546071,5306886.92408234,nd
d'Hünd,438455.406681791,5304623.54025018,nd
d'Hünd,440280.210454725,5302015.58920238,nd
Hünd,444980.535556565,5299863.69069603,nd
Hund,447379.082158938,5299029.95761754,nd
Hind,448436.875601831,5300761.05333832,nd
d'Hund,452366.300433837,5305467.89642002,nd
Hund,451066.134384033,5303659.23215699,nd
Hunde,451294.130937327,5302590.25781983,nd
Hund,451457.79135215,5300351.42345627,nd
Hind,458443.676779447,5298514.16362472,nd
Hünd,461639.073481484,5298644.35867855,nd
"Hundle, Brudel",459938.601985861,5301723.56885833,nd
Hund,461916.88980121,5304348.84190837,nd
Hund,457723.776084325,5304440.26920626,nd
Hund,455671.775092551,5303275.25250608,nd
Hund,455353.096544797,5300835.75586358,nd
d'Hund,471310.122015128,5306534.11985355,nd
de Hund,489607.818788979,5316978.71371703,nd
Hund,465473.036069896,5306234.88115497,nd
Hind,463729.108413364,5304731.74617077,nd
Hund,466635.903749855,5304308.52590309,nd
Hund,465458.720669076,5301966.91002337,nd
Hind,462846.979090713,5300882.75600744,nd
Hund,465030.041907161,5298601.74296464,nd
Hünd,470647.561543703,5298931.72717852,nd
d'Hund,473954.069918199,5308893.44115149,nd
Hind,475159.854498388,5301305.75632282,nd
Hind,478824.796732257,5302165.87244789,nd
Hind,480686.667513044,5301673.64659415,nd
Hund,485993.244539866,5306508.68272084,nd
Hind ,485855.582647883,5301556.42842069,nd
"Hund,Hind",482684.009340586,5299861.22488244,nd
Hind,482429.782901641,5299164.00863624,nd
Hund,483105.886866693,5298308.41067914,nd
Hind,495155.916457454,5306713.77836924,nd
die Hund',494053.356835631,5305560.02160383,nd
Hund,493064.716792097,5303778.37600056,nd
Hund,491277.517454551,5304447.66290538,nd
Hind,492325.531398274,5300529.47380218,nd
Hünd,488754.337175425,5298869.28042348,nd
Hund,494744.664524095,5298172.76000359,nd
d'Hund,496942.765571852,5298802.47140171,nd
Hunde,496482.171771985,5302999.50005994,nd
Hund,497205.227071813,5303102.46840817,nd
"Hund, Hŭnd",498316.075615461,5302477.41125628,nd
d'Hund,503288.405656984,5306733.7991916,nd
Hund,503029.218379364,5305139.85143178,nd
Hund,503029.218379364,5305139.85143178,nd
Hund,509428.148943843,5306715.00331848,nd
Hünd,498316.075615461,5302477.41125628,nd
Hund,504381.188024055,5300317.09018537,nd
Hund,501098.151527308,5300055.45944266,nd
Hund,500679.874672415,5301003.44565859,nd
Hund,500037.388733146,5302257.1019797,nd
Hünde,500603.977536271,5304402.20448731,nd
Hund,501161.186169659,5306509.57902601,nd
Hund,430426.310361417,5296433.47913227,nd
Hünd (m) ,426323.042216739,5296868.86935606,nd
hünd,426323.042216739,5296868.86935606,nd
Hünd,438374.150740745,5294254.81875613,nd
Hund,434647.647267201,5290154.05486736,nd
Hund,425361.078245382,5288030.76349002,nd
d'Hind,437234.977555595,5299289.00323655,nd
Hünd,438487.193646322,5296294.39622517,nd
d'Hünd,444699.120857121,5291545.57848862,nd
3 Hind,444699.120857121,5291545.57848862,nd
Hünd,440958.390900863,5289518.38498225,nd
Hünd,454789.247261958,5297027.729651,nd
Hund,450757.552852213,5296481.54508868,nd
Hind,451461.699431265,5293946.95132897,nd
d'Hünd,451036.868778183,5292417.78223881,nd
Hünd,453363.817937881,5291602.76734778,nd
d'Hund,452108.605705788,5289121.05996154,nd
Hünd,456942.294186745,5291834.05286805,nd
"d'Hund, d'Hind ",459811.84789616,5291863.46108091,nd
d'Hünd,462228.562963523,5292653.01534912,nd
Hind,462426.349816905,5295198.08832423,nd
Hind,459037.639085424,5295525.61540907,nd
Hind,457361.667955554,5294660.76219742,nd
Hünd,455272.420360019,5294072.98900316,nd
Hund' ,453630.060990715,5293695.77433185,nd
Hind,464742.835319032,5295061.2578771,nd
Hund,466637.973722552,5296242.61989086,nd
d'Hind,466637.973722552,5296242.61989086,nd
Hind,471162.304076302,5295920.44093664,nd
Hund,470540.315352108,5294913.26685626,nd
Hünd,472473.281053803,5295006.00767586,nd
Hunde,474575.029346713,5296040.04068023,nd
Hünde,493046.94918056,5295837.22243544,nd
Hind,485086.225330493,5296703.61438692,nd
Hünd,484293.66376014,5293152.47435377,nd
Hünd,483656.195022824,5290193.40574153,nd
"Hund,Hund",481171.028079939,5290088.68895377,nd
Hünd,479467.959921921,5293325.39030527,nd
Hünd,476311.756728607,5295669.23172478,nd
"Hind, Hünd",477677.757837281,5296180.62167555,nd
Hind,481865.293765339,5296662.7971159,nd
Hind,482714.524948043,5294046.11294301,nd
Hünd,476325.982590976,5293288.47518333,nd
Hünd',489745.286348369,5296511.20868432,nd
Hünd,487666.99234887,5294568.04490205,nd
Hünde,477610.76510393,5290659.27882537,nd
"Hund, Hünd ",475772.346811841,5306815.97148241,nd
Hünd,487498.529301262,5290059.37039624,nd
Hund,490697.860616984,5292599.61300655,nd
Hunde,490608.755466835,5294003.48129442,nd
Hund,473146.981832695,5292063.08437202,nd
Hund,494166.168666877,5294403.36273832,nd
Hünd,498162.705392868,5292792.49268762,nd
d'Hund,497478.889167723,5296278.16477632,nd
"Hünd, Befzger",499850.158993604,5291198.43287778,nd
Hund,510220.269429697,5297789.29006561,nd
Hūnd,508851.348378839,5295948.73358642,nd
Hūnde,507092.653177439,5297374.49329439,nd
Hünd,504428.492756339,5296173.72466123,nd
Hund,500791.941342151,5296444.38339661,nd
Hünd,502122.77959103,5294518.62391007,nd
Hund,502021.324165465,5291287.69652698,nd
Hund,500252.522077407,5290280.40869917,nd
Hund,511928.904428323,5290451.60600059,nd
Hund,509942.930710698,5292818.51549961,nd
Hünde,507238.136510883,5293548.04211108,nd
Hund,505692.198459129,5289940.88168706,nd
Hünd,434327.103957629,5287194.3115361,nd
Hünd,432574.999948819,5286511.90437314,nd
Hünd,430326.453542838,5286997.52471575,nd
Hünd (m) ,425361.078245382,5288030.76349002,nd
Hünd (m) ,425361.078245382,5288030.76349002,nd
Hund,425772.452041449,5283668.13090132,nd
Hund,425707.590706344,5281175.72059798,nd
Hünd,428463.67896917,5279376.0260271,nd
Hünd,429848.983091372,5280178.36631511,nd
Hünd,431799.771157935,5281801.35356276,nd
Hünd,433054.925142048,5283188.41028821,nd
Hund,435878.813254295,5282120.62929304,nd
Hünd,437474.243303364,5280641.61033354,nd
Hünd,437474.243303364,5280641.61033354,nd
Hünd,435890.837240969,5283618.82981412,nd
Hund,430763.30311906,5283381.99070105,nd
Hünd,437458.985392162,5285709.18350978,nd
Hünd,437387.023119859,5287103.80974465,nd
Hünd,438913.812707916,5285472.50594343,nd
Hünd,441966.527280042,5286521.58297698,nd
Hünd,445064.902357703,5288871.1575116,nd
"Hund, Hünd",448475.635786767,5288710.9297352,nd
Hünd,446384.901943028,5285944.47041646,nd
Hȗnd,446833.939211122,5285185.64032231,nd
Hünd,448885.152334451,5285416.1981302,nd
Haund,447805.035243716,5281315.54291659,nd
Hünd,444341.78439791,5282636.98930296,nd
Hünd,444623.239352899,5280435.77498855,nd
Hünd,443229.184818699,5280280.26697661,nd
Hünd,440993.472887896,5282418.81484806,nd
d'Hünd (m) ,439085.098846656,5280486.69005889,nd
d'Hū̇nd,437761.416028041,5289290.60017086,nd
Hünd,458515.464269554,5288152.52474216,nd
Hünd,457032.364824608,5285379.10473489,nd
Hünd,454292.597529113,5287576.27731257,nd
Hünd,451969.408378633,5285523.24840166,nd
Hünde,450946.025955322,5283436.67233567,nd
Hünd,453958.333613951,5283334.22300202,nd
Hünd,454516.205570764,5282331.73720413,nd
d'Hǔnd,453211.202567007,5280742.69875273,nd
d'Hund,453593.839921612,5279402.54737221,nd
Hünd,481810.891515771,5288626.23913538,nd
Hünd,479774.938883456,5287284.82559037,nd
Hind,481577.552149807,5285482.77538762,nd
Hund,483292.185020883,5286869.0797401,nd
Hunde,481616.544927583,5282636.32527504,nd
Hünd',476951.918444838,5282671.84384827,nd
Hind,492357.615876943,5286846.73169335,nd
d'Hünd,490008.924608088,5285735.55583689,nd
Hǖnd,492237.9769911,5285406.50636802,nd
Hünd,494987.682987582,5285838.04176745,nd
Hünd,494740.685530053,5283871.07469611,nd
Hünd,496509.561523207,5283899.75067829,nd
d'Hünd,499578.313226372,5282470.56791299,nd
Hünd,498716.613070392,5281026.98824433,nd
Hund,497374.199566677,5279950.49671777,nd
Hünd,492521.812163488,5281599.57958008,nd
Hünd,487789.41366931,5286561.13089991,nd
Hund,508772.300993731,5286837.21515756,nd
Hund,505399.046679088,5286878.66535736,nd
Hünd,500338.853056212,5287561.90289764,nd
Hünd,505024.579786009,5284665.52021935,nd
Hund,507448.04362294,5284040.17863587,nd
"Hund, Hünd",504595.586018701,5282724.65704717,nd
Hünd,511731.592192728,5287236.9925658,nd
Hünd,428463.67896917,5279376.0260271,nd
Hünd,426685.097871983,5278922.41857777,nd
Hund,425045.316537373,5279646.92599664,nd
Hünd,426005.736405435,5277583.81128574,nd
d'Hund,428314.246915998,5274616.01349231,nd
d'Hund (m) ,430187.939200126,5274318.71790826,nd
Hunde  ,430202.573253623,5275665.71907279,nd
Hünd,430761.320315981,5276907.30153881,nd
Hünd,430645.169183689,5279578.59255959,nd
Hünd,436372.721645405,5278627.26320461,nd
Hund,435089.045919793,5277254.26467406,nd
Hūnd,435963.223040219,5274985.99521437,nd
d'Hünd,434921.971080993,5275006.42378629,nd
"Hund, Hünd",433369.008835443,5273779.07564422,nd
Hünd,435663.264979554,5272249.43382747,nd
"Hund, Hünd",433089.015857809,5270598.90429418,nd
Hund,430830.948997017,5270997.59528988,nd
Hünd,429446.617124321,5271684.42363525,nd
Hünd,427081.021612226,5271731.30176742,nd
Hünd,431905.242840092,5272650.01294458,nd
Hünde,424837.622485378,5269297.70277548,nd
Hünde,423986.979340624,5269941.18924507,nd
Hünd,426533.359799489,5267166.42069184,nd
Hund,427757.855135687,5268887.35732372,nd
Hünd,427244.635180895,5270622.16737518,nd
Hund,429415.721861538,5269627.36057046,nd
die Hünd,429424.754443187,5267885.49364706,nd
Hünd,432219.797990411,5269182.86396453,nd
Hünd,442972.85974214,5278637.76707609,nd
Hünd,441518.000783905,5278682.21456862,nd
Hünd,439412.511069462,5278261.37462469,nd
Hünd,437777.553656968,5278678.76521687,nd
Hünd,438464.620464083,5275902.70527692,nd
Hūnd,437798.977663816,5273157.69874118,nd
Hund,440976.806109304,5274776.33279877,nd
Hünd,443440.279483777,5276740.3442985,nd
Hünd,446048.995418743,5275919.77565826,nd
Hünd,447896.185644487,5277831.36151381,nd
Hund,448995.587971764,5279449.92951901,nd
Hünd,447707.939456519,5275517.85561372,nd
Hünd,449418.848410151,5274325.71096872,nd
Hünd,447052.730794452,5273029.63798873,nd
Hund,448838.119801059,5271602.14393155,nd
Hünd,447740.75855864,5270711.58899206,nd
Hünd,449699.027351638,5269256.15781689,nd
Hund,456460.319695668,5278794.65775887,nd
Hünd,454931.204322353,5277585.92375261,nd
Hünd,451661.853228837,5276848.57757473,nd
Hünd,450987.0942973,5277444.40392675,nd
d'Hünd,452405.645648742,5278615.22760543,nd
Hünd,459290.577484265,5277005.86934111,nd
Hünd,458390.182079707,5274714.88848395,nd
d'Hund,459751.236581344,5273778.39331885,nd
Hünd,461197.411205323,5274611.05055649,nd
Hund,457844.127138613,5270896.58696042,nd
Hünd,456467.35706749,5271491.3128612,nd
Hünd,455778.221585399,5275094.23300624,nd
d'Hünd,454299.457575563,5274217.59723703,nd
"Hund, Hünd",452317.081707631,5271367.04895635,nd
Hünd,452970.354549521,5268932.12975483,nd
d'Hünd,457853.444801749,5268854.82241197,nd
Hünd,469887.659386322,5278048.39838553,nd
Hünd,468138.975041648,5277817.63997241,nd
"Hund, Hünd",467664.866468045,5274796.08105236,nd
Hünd,463233.29272916,5276097.16515076,nd
die Hünd,491843.092291235,5278697.52269252,nd
Hund ,494864.973676408,5278502.9121885,nd
d Hing,379958.672366432,5268898.54862562,ng
