hunde,X,Y
Hind,432636.947277651,5353065.03643862
d'Hund,434051.41245933,5348589.615288
d'Hünd,430169.677921272,5350638.01514675
k.A.,431294.151393982,5349298.1121572
Hunde,432051.158710638,5347836.08989967
d'Hind,433787.634246354,5345171.02978676
d'Hund,431073.56751553,5345720.12663246
Hind,427190.038339789,5347299.19963946
Hund,447555.797621653,5353429.1849083
Hünd,444522.534418894,5352194.07080669
Hund,442213.471435199,5350259.49996994
Hund,442213.471435199,5350259.49996994
Hunde,441949.618100534,5351875.15014127
Hund,438263.925385025,5349690.69361915
Hund,438567.050611337,5348224.50672353
Hunde,441371.212459078,5344445.46035945
Hond,444038.99857983,5345689.21134925
"Hund, Hünd",445898.510995363,5348837.09652789
d'Hund,448677.6155886,5349031.45915564
d'Hund,453475.72263316,5351063.32506964
Hund,451236.076602325,5348778.86799862
Hund,452907.635294341,5346209.27025496
d'Hend,427721.237598818,5341021.51973828
Hint,427721.237598818,5341021.51973828
Hund,428123.424148706,5335313.65252099
Hind,430964.756189446,5335980.08030175
Hünd,434702.038382353,5339512.26549544
Hünd,434702.038382353,5339512.26549544
Hůnde,442824.040993887,5340142.13573531
d'Hund,442767.767441266,5340309.43972708
Hond,445422.507147947,5337923.53480556
"Hund, Hind",442637.411162106,5337686.26374181
"Hund, d'Hund",439703.541473099,5336336.97401251
Hund,451458.23413443,5337480.00746119
d Hund,459884.751149703,5335588.36035928
"Hund, Hünd",428839.177474053,5333908.47267486
die Hund,427211.323977299,5332594.97770216
Händ,425798.187671986,5330967.88152201
Hind,429154.889029341,5328161.83595839
Hund,437527.664962738,5331390.34385286
Hund,432563.277531374,5334205.73338062
Hond,449196.261715596,5334534.00106766
Hund,444786.726722989,5334120.23945
Hond,440622.021421163,5332497.90362453
Hund,442825.507717507,5331070.41886372
Hund,444817.32860085,5331123.12485266
Hünd,448540.399117772,5329409.98574854
Hond,449293.38039345,5326937.83563799
"Hind, d'Hünd",440742.033788681,5328133.66902067
Hund,453637.833144009,5334310.63620645
die Hond,453441.660002121,5331222.11164
Hoand,450278.784926103,5330480.62295986
Hunde,462174.223529052,5333376.3614632
d'Hund,459750.836710564,5331136.48163188
d'Hund,462239.006771481,5330907.22614499
Hund,460491.871384261,5328213.55469271
Hund,457517.401347356,5327564.58173889
Hunde,464831.284682236,5331000.75521263
Hund (m) ,463037.02627817,5328884.60228805
Hund,462834.149346471,5327099.70075371
Hund ,466667.169905468,5326434.78679691
Hund,495249.196288434,5333608.95269665
Hund,497256.098177163,5331295.7450565
Hund,499716.375916259,5328124.03650636
Hund,502593.432525941,5330049.70155711
Hunde,505816.753353954,5329736.40731939
Hund,427975.803159651,5320888.68546494
Hund,428031.806746362,5318514.6713082
Hund,432306.560261894,5317538.99413379
Hunde,435523.880008159,5316750.58044884
dr Hund,434103.493446987,5320268.20260523
Hind,435758.818251341,5321547.79095159
Hind,432469.542124667,5325556.20400305
Hund,444717.979893073,5324832.58642966
Hund,448197.824304266,5321556.59510894
"Hund, Hind",444333.178813748,5317099.8454456
"Hund, Hind",445278.509993209,5319707.36682542
Hund,438400.804621822,5319350.14581292
Hund,440866.993055171,5322414.408094
Hund,443074.466466832,5321811.85470808
Hind,459688.8812662,5322743.78087129
t'Hund,459280.223809219,5319757.79504865
Hund,460575.685259549,5319928.82406643
Hund,460504.801462073,5317967.49506096
"Hūnd (m), d'Hūnde ",460233.194757372,5316868.97433349
k.A.,459372.323348223,5317704.17888012
Hund,456012.890580095,5316408.41832244
Hünd,456611.471827065,5320101.89492898
Hunde,453145.061163901,5319314.3708665
d'Hünd,452799.153671968,5325213.90349785
Hund,467929.566508682,5319265.07240452
Hund,465111.977368431,5318414.51954511
Hind,499009.582322465,5317522.9151294
Hund,475772.346811841,5306815.97148241
Hund,501156.022314539,5321040.7287216
Hund,503890.452083135,5322470.16717118
Hund,507753.724268141,5321632.70258934
Hunde,509574.647720589,5321041.92539266
Hund,507611.297457447,5318318.11845962
viel Hund,511802.252281103,5317522.71821651
Hund,432306.560261894,5317538.99413379
Hund,428820.356365848,5315035.50762006
d'Hund,425854.880661428,5314534.93247496
Hund,425926.212691315,5312479.74060117
Hund (m) ,425096.239139398,5310893.07860881
d'Hund,430996.600013325,5310060.17162839
Hind,435642.420301139,5310868.99682177
Hund ,437564.870267594,5314607.17303327
Hund,443638.023682029,5315051.35346134
Hund,449070.158341966,5315948.84553773
Hund,445382.553162974,5312206.76059622
d'Hund,447445.971563063,5312684.41681025
d'Hund,447052.934896898,5310938.46075926
Hund,444323.672055811,5307234.97510236
Hund,443075.361898007,5307645.09162492
Hind,443240.930671634,5310800.24325187
Hind,460530.938783602,5314493.86066037
Hund,457231.672947833,5312970.21412897
Hund,454332.535116931,5312037.6888487
Hunde,451968.568231051,5309134.73796033
Hunde,455263.837530369,5308616.93651285
"Hund, Hünd",458741.609974571,5308678.80771593
k.A.,461815.566067274,5308014.07658904
Hund,462705.910753506,5310989.26200994
"d'r Hund, d'Hund ",460629.532307372,5312433.57496893
Hund,472786.808302063,5315413.18014401
Hund,470617.079829454,5313643.25949422
Hund,471081.944019351,5313029.59206581
Hind,473954.069918199,5308893.44115149
Hund,467142.4207052,5310547.66758939
Hund,462706.477963698,5309807.74424564
Hund,466508.635441915,5314174.7595753
Hund,467592.531384299,5314496.44267082
d'Hind,478893.213800032,5315526.46939562
"Hunde, Hünde",475448.799856791,5314524.25058996
Hund,482023.244090333,5312748.29021463
Hund,479863.875056889,5310839.27518177
Hind,478734.812449496,5310613.25933893
Hund,483897.848622401,5307522.23592162
Hund,498684.616593747,5311876.78525404
Hund,499722.238197058,5310774.08357423
Hund,499763.183191613,5307805.40894419
Hunde,493090.100423995,5309364.45750365
Hūnd,489020.882722204,5308400.47715823
Hūnd,502526.788440057,5315757.27634532
Hund,499888.07545859,5314691.94705527
Hunde,502433.926572453,5313067.5143774
Hund,503574.28305234,5312032.23588972
Hund,502232.615863874,5310598.90056223
Hind,500784.377539619,5308036.63774184
Hund,508006.1226199,5310018.29641194
Hund,509055.938786832,5309635.28899274
Hund,507571.030929939,5312648.5140796
d'Hund ,508606.940791856,5315733.15115654
d'Hund,505312.54924789,5315649.14024205
d'Hund,436426.893378493,5305818.22059646
Hind,436426.893378493,5305818.22059646
k.A.,433106.789864019,5306274.81742017
Hund,432336.549409308,5302219.87868282
Hūnd,434530.099861512,5302211.27674137
d'Hind,436204.746911821,5301811.27733929
d'Hund,433438.982339749,5300790.93638061
"der Hund, Hind",434394.866673663,5298400.15936514
Hunde,447262.240293818,5304589.71847278
"Hind, Hünd",441201.170546071,5306886.92408234
d'Hünd,438455.406681791,5304623.54025018
d'Hünd,440280.210454725,5302015.58920238
Hünd,444980.535556565,5299863.69069603
Hund,447379.082158938,5299029.95761754
Hind,448436.875601831,5300761.05333832
d'Hund,452366.300433837,5305467.89642002
Hund,451066.134384033,5303659.23215699
Hunde,451294.130937327,5302590.25781983
Hund,451457.79135215,5300351.42345627
Hind,458443.676779447,5298514.16362472
Hünd,461639.073481484,5298644.35867855
"Hundle, Brudel",459938.601985861,5301723.56885833
Hund,461916.88980121,5304348.84190837
Hund,457723.776084325,5304440.26920626
Hund,455671.775092551,5303275.25250608
Hund,455353.096544797,5300835.75586358
d'Hund,471310.122015128,5306534.11985355
de Hund,489607.818788979,5316978.71371703
Hund,465473.036069896,5306234.88115497
Hind,463729.108413364,5304731.74617077
Hund,466635.903749855,5304308.52590309
Hund,465458.720669076,5301966.91002337
Hind,462846.979090713,5300882.75600744
Hund,465030.041907161,5298601.74296464
Hünd,470647.561543703,5298931.72717852
d'Hund,473954.069918199,5308893.44115149
Hind,475159.854498388,5301305.75632282
Hind,478824.796732257,5302165.87244789
Hind,480686.667513044,5301673.64659415
Hund,485993.244539866,5306508.68272084
Hind ,485855.582647883,5301556.42842069
"Hund,Hind",482684.009340586,5299861.22488244
Hind,482429.782901641,5299164.00863624
Hund,483105.886866693,5298308.41067914
Hind,495155.916457454,5306713.77836924
die Hund',494053.356835631,5305560.02160383
Hund,493064.716792097,5303778.37600056
Hund,491277.517454551,5304447.66290538
Hind,492325.531398274,5300529.47380218
Hünd,488754.337175425,5298869.28042348
Hund,494744.664524095,5298172.76000359
d'Hund,496942.765571852,5298802.47140171
Hunde,496482.171771985,5302999.50005994
Hund,497205.227071813,5303102.46840817
"Hund, Hŭnd",498316.075615461,5302477.41125628
d'Hund,503288.405656984,5306733.7991916
Hund,503029.218379364,5305139.85143178
Hund,503029.218379364,5305139.85143178
Hund,509428.148943843,5306715.00331848
Hünd,498316.075615461,5302477.41125628
Hund,504381.188024055,5300317.09018537
Hund,501098.151527308,5300055.45944266
Hund,500679.874672415,5301003.44565859
Hund,500037.388733146,5302257.1019797
Hünde,500603.977536271,5304402.20448731
Hund,501161.186169659,5306509.57902601
Hund,430426.310361417,5296433.47913227
Hünd (m) ,426323.042216739,5296868.86935606
hünd,426323.042216739,5296868.86935606
Hünd,438374.150740745,5294254.81875613
Hund,434647.647267201,5290154.05486736
Hund,425361.078245382,5288030.76349002
d'Hind,437234.977555595,5299289.00323655
Hünd,438487.193646322,5296294.39622517
d'Hünd,444699.120857121,5291545.57848862
3 Hind,444699.120857121,5291545.57848862
Hünd,440958.390900863,5289518.38498225
Hünd,454789.247261958,5297027.729651
Hund,450757.552852213,5296481.54508868
Hind,451461.699431265,5293946.95132897
d'Hünd,451036.868778183,5292417.78223881
Hünd,453363.817937881,5291602.76734778
d'Hund,452108.605705788,5289121.05996154
Hünd,456942.294186745,5291834.05286805
"d'Hund, d'Hind ",459811.84789616,5291863.46108091
d'Hünd,462228.562963523,5292653.01534912
Hind,462426.349816905,5295198.08832423
Hind,459037.639085424,5295525.61540907
Hind,457361.667955554,5294660.76219742
Hünd,455272.420360019,5294072.98900316
Hund' ,453630.060990715,5293695.77433185
Hind,464742.835319032,5295061.2578771
Hund,466637.973722552,5296242.61989086
d'Hind,466637.973722552,5296242.61989086
Hind,471162.304076302,5295920.44093664
Hund,470540.315352108,5294913.26685626
Hünd,472473.281053803,5295006.00767586
Hunde,474575.029346713,5296040.04068023
Hünde,493046.94918056,5295837.22243544
Hind,485086.225330493,5296703.61438692
k.A.,486422.716896102,5294967.60779966
Hünd,484293.66376014,5293152.47435377
Hünd,483656.195022824,5290193.40574153
"Hund,Hund",481171.028079939,5290088.68895377
Hünd,479467.959921921,5293325.39030527
k.A.,476325.982590976,5293288.47518333
Hünd,476311.756728607,5295669.23172478
"Hind, Hünd",477677.757837281,5296180.62167555
Hind,481865.293765339,5296662.7971159
Hind,482714.524948043,5294046.11294301
Hünd,476325.982590976,5293288.47518333
Hünd',489745.286348369,5296511.20868432
Hünd,487666.99234887,5294568.04490205
Hünde,477610.76510393,5290659.27882537
"Hund, Hünd ",475772.346811841,5306815.97148241
Hünd,487498.529301262,5290059.37039624
Hund,490697.860616984,5292599.61300655
Hunde,490608.755466835,5294003.48129442
Hund,473146.981832695,5292063.08437202
Hund,494166.168666877,5294403.36273832
Hünd,498162.705392868,5292792.49268762
d'Hund,497478.889167723,5296278.16477632
"Hünd, Befzger",499850.158993604,5291198.43287778
Hund,510220.269429697,5297789.29006561
Hūnd,508851.348378839,5295948.73358642
Hūnde,507092.653177439,5297374.49329439
Hünd,504428.492756339,5296173.72466123
Hund,500791.941342151,5296444.38339661
Hünd,502122.77959103,5294518.62391007
Hund,502021.324165465,5291287.69652698
Hund,500252.522077407,5290280.40869917
Hund,511928.904428323,5290451.60600059
Hund,509942.930710698,5292818.51549961
Hünde,507238.136510883,5293548.04211108
Hund,505692.198459129,5289940.88168706
Hünd,434327.103957629,5287194.3115361
Hünd,432574.999948819,5286511.90437314
Hünd,430326.453542838,5286997.52471575
Hünd (m) ,425361.078245382,5288030.76349002
Hünd (m) ,425361.078245382,5288030.76349002
Hund,425772.452041449,5283668.13090132
Hund,425707.590706344,5281175.72059798
Hünd,428463.67896917,5279376.0260271
Hünd,429848.983091372,5280178.36631511
Hünd,431799.771157935,5281801.35356276
Hünd,433054.925142048,5283188.41028821
k.A.,434380.390726966,5283015.45643339
Hund,435878.813254295,5282120.62929304
Hünd,437474.243303364,5280641.61033354
Hünd,437474.243303364,5280641.61033354
Hünd,435890.837240969,5283618.82981412
k.A.,434375.447229228,5284637.23553655
Hund,430763.30311906,5283381.99070105
Hünd,437458.985392162,5285709.18350978
Hünd,437387.023119859,5287103.80974465
Hünd,438913.812707916,5285472.50594343
Hünd,441966.527280042,5286521.58297698
Hünd,445064.902357703,5288871.1575116
"Hund, Hünd",448475.635786767,5288710.9297352
Hünd,446384.901943028,5285944.47041646
Hȗnd,446833.939211122,5285185.64032231
Hünd,448885.152334451,5285416.1981302
Haund,447805.035243716,5281315.54291659
Hünd,444341.78439791,5282636.98930296
Hünd,444623.239352899,5280435.77498855
Hünd,443229.184818699,5280280.26697661
Hünd,440993.472887896,5282418.81484806
d'Hünd (m) ,439085.098846656,5280486.69005889
d'Hū̇nd,437761.416028041,5289290.60017086
Hünd,458515.464269554,5288152.52474216
Hünd,457032.364824608,5285379.10473489
Hünd,454292.597529113,5287576.27731257
Hünd,451969.408378633,5285523.24840166
Hünde,450946.025955322,5283436.67233567
Hünd,453958.333613951,5283334.22300202
Hünd,454516.205570764,5282331.73720413
d'Hǔnd,453211.202567007,5280742.69875273
d'Hund,453593.839921612,5279402.54737221
Hünd,481810.891515771,5288626.23913538
Hünd,479774.938883456,5287284.82559037
Hind,481577.552149807,5285482.77538762
Hund,483292.185020883,5286869.0797401
Hunde,481616.544927583,5282636.32527504
Hünd',476951.918444838,5282671.84384827
k.A.,495179.210408094,5288910.92420039
Hind,492357.615876943,5286846.73169335
d'Hünd,490008.924608088,5285735.55583689
Hǖnd,492237.9769911,5285406.50636802
Hünd,494987.682987582,5285838.04176745
k.A.,497763.869667593,5287951.3168291
k.A.,497763.869667593,5287951.3168291
k.A.,497763.869667593,5287951.3168291
Hünd,494740.685530053,5283871.07469611
Hünd,496509.561523207,5283899.75067829
d'Hünd,499578.313226372,5282470.56791299
Hünd,498716.613070392,5281026.98824433
Hund,497374.199566677,5279950.49671777
Hünd,492521.812163488,5281599.57958008
Hünd,487789.41366931,5286561.13089991
Hund,508772.300993731,5286837.21515756
Hund,505399.046679088,5286878.66535736
Hünd,500338.853056212,5287561.90289764
Hünd,505024.579786009,5284665.52021935
Hund,507448.04362294,5284040.17863587
"Hund, Hünd",504595.586018701,5282724.65704717
Hünd,511731.592192728,5287236.9925658
Hünd,428463.67896917,5279376.0260271
Hünd,426685.097871983,5278922.41857777
Hund,425045.316537373,5279646.92599664
Hünd,426005.736405435,5277583.81128574
Hünnd,432219.797990411,5269182.86396453
d'Hund,428314.246915998,5274616.01349231
d'Hund (m) ,430187.939200126,5274318.71790826
Hunde  ,430202.573253623,5275665.71907279
Hünd,430761.320315981,5276907.30153881
Hünd,430645.169183689,5279578.59255959
Hünd,436372.721645405,5278627.26320461
Hund,435089.045919793,5277254.26467406
Hūnd,435963.223040219,5274985.99521437
d'Hünd,434921.971080993,5275006.42378629
"Hund, Hünd",433369.008835443,5273779.07564422
Hünd,435663.264979554,5272249.43382747
"Hund, Hünd",433089.015857809,5270598.90429418
Hund,430830.948997017,5270997.59528988
Hünd,429446.617124321,5271684.42363525
Hünd,427081.021612226,5271731.30176742
Hünd,431905.242840092,5272650.01294458
Hünde,424837.622485378,5269297.70277548
Hünde,423986.979340624,5269941.18924507
Hünd,426533.359799489,5267166.42069184
Hund,427757.855135687,5268887.35732372
Hünd,427244.635180895,5270622.16737518
Hund,429415.721861538,5269627.36057046
die Hünd,429424.754443187,5267885.49364706
Hünd,432219.797990411,5269182.86396453
Hünd,442972.85974214,5278637.76707609
Hünd,441518.000783905,5278682.21456862
Hünd,439412.511069462,5278261.37462469
Hünd,437777.553656968,5278678.76521687
Hünd,438464.620464083,5275902.70527692
Hūnd,437798.977663816,5273157.69874118
Hund,440976.806109304,5274776.33279877
Hünd,443440.279483777,5276740.3442985
Hünd,446048.995418743,5275919.77565826
Hünd,447896.185644487,5277831.36151381
Hund,448995.587971764,5279449.92951901
Hünd,447707.939456519,5275517.85561372
Hünd,449418.848410151,5274325.71096872
Hünd,447052.730794452,5273029.63798873
Hund,448838.119801059,5271602.14393155
Hünd,447740.75855864,5270711.58899206
Hünd,449699.027351638,5269256.15781689
Hund,456460.319695668,5278794.65775887
Hünd,454931.204322353,5277585.92375261
Hünd,451661.853228837,5276848.57757473
Hünd,450987.0942973,5277444.40392675
d'Hünd,452405.645648742,5278615.22760543
Hünd,459290.577484265,5277005.86934111
Hünd,458390.182079707,5274714.88848395
d'Hund,459751.236581344,5273778.39331885
Hünd,461197.411205323,5274611.05055649
Hund,457844.127138613,5270896.58696042
Hünd,456467.35706749,5271491.3128612
Hünd,455778.221585399,5275094.23300624
d'Hünd,454299.457575563,5274217.59723703
"Hund, Hünd",452317.081707631,5271367.04895635
Hünd,452970.354549521,5268932.12975483
d'Hünd,457853.444801749,5268854.82241197
Hünd,469887.659386322,5278048.39838553
Hünd,468138.975041648,5277817.63997241
"Hund, Hünd",467664.866468045,5274796.08105236
Hünd,463233.29272916,5276097.16515076
die Hünd,491843.092291235,5278697.52269252
Hund ,494864.973676408,5278502.9121885
d Hing,379958.672366432,5268898.54862562
