hunde,X,Y
Hend,358002.751162399,5296945.64408547
Hund,359394.966887289,5296561.36665447
Hunda,356267.728305008,5299112.48729253
Hunda,360172.169537876,5293193.16736299
Hunda,361415.250876484,5291481.96773511
Hund,361886.901109691,5297988.11209342
"Hund, Hunda",355511.108901866,5294689.8007912
Hend,363619.610809515,5297880.28834524
Hind,363616.471091637,5296698.32205628
Hünd,368280.930455451,5296733.73012294
Hünd,368280.930455451,5296733.73012294
Hend,369399.90200224,5298488.58692261
Hind,363632.2588735,5299623.58731216
Hund,371232.994927329,5291111.04465755
Hend,375861.15287438,5290031.65333837
Hund,375861.15287438,5290031.65333837
Hi(e)nd,377146.343999193,5297838.54614176
Hund,375715.940727258,5296611.54943685
Hend,375356.72389715,5294328.78188852
Hund,376281.215627757,5293410.56189476
Hunda,377899.829463926,5294082.25938053
Hund,378548.782546967,5295514.04006662
Hund,376281.215627757,5293410.56189476
Hunde,377117.452613655,5291921.75961812
Hunde,377117.452613655,5291921.75961812
Hund(a),378939.103295246,5297270.3948495
Hind,390682.703574785,5296929.89665734
Hund,392206.865811537,5296623.36242272
"Hund, Hind",396778.68853717,5298179.8445507
Hund,399483.626927546,5298704.75232412
Hunde,399096.311712314,5297356.29383736
Hund,398743.79692409,5295694.85326557
Hünd,397369.24964569,5295893.60119953
Hünd,394556.206768349,5293670.61785923
Hund,399380.934019936,5293483.6406659
Hund,394647.271684606,5290848.45124079
Hünd,398168.833705951,5292042.89608028
Hünd,398400.330105125,5290156.6838223
Hind,393294.682420884,5290139.42745031
Hend,391591.289381845,5291659.67529345
Hund,387964.94431606,5290605.72055017
Hend,388131.179633369,5293663.27531469
Hund,388774.250567675,5297883.49559115
Hund,400635.825807581,5297974.45089868
"Hund, Hünd",401115.914309986,5295532.67273056
Hind,402594.437719428,5295716.60950005
Hünd,404612.489130292,5291650.89779009
Hünd,412111.734143868,5292088.16683171
Hünd,412162.189466372,5294229.5513735
Hünd,403175.826506232,5287384.6937804
Hünd,421142.549449466,5297817.54306335
Hund,420566.892828518,5296561.51224484
Hind,420603.726165343,5295098.1249611
"Hund, Hind",418603.845539978,5294703.47787796
Hünd,417275.883664967,5295014.65391058
Hind,413180.071041471,5294973.45869268
Hind,416289.322316142,5293859.39689072
Hünd,417190.039481714,5293148.34957612
Hind,419337.243899801,5293048.02562071
Hünd,423014.196251314,5292319.92852689
Hund,421568.818595252,5290985.38090264
"Hund, Hünde",425361.078245382,5288030.76349002
Hünd,416364.772446553,5290262.19597535
Hund,356943.519127835,5290601.99648357
Hunda,354337.281638082,5288532.85479932
Hund,356806.517535832,5286598.75000311
Hundā,361270.026218206,5287822.54685372
der Hund,362026.076263291,5286456.80663261
Hundä,355319.543460372,5284717.35575957
Hind,354590.176822919,5282929.61969288
Hund,360019.399678969,5283464.65265274
Hunda,358463.200043167,5285601.80433095
Hund,353151.378834834,5289074.29137072
Hund,362627.015890683,5290443.4484335
Hund,367471.466030509,5289929.30608796
Hunda,370068.845538021,5288408.36738147
Hunde,372719.844251917,5286295.94673931
Hundä,371011.165665963,5284465.65456829
Hunda,372054.550557507,5283684.2731996
Hunda,373141.670773319,5283999.56532678
"Hunde, Hind",369752.723954387,5281162.45306538
"Hunda, Hind",369752.723954387,5281162.45306538
Hundă,366097.429604459,5282371.85060335
Hundea,370031.628957084,5283324.4282244
Hundĕ,366829.231325729,5285109.30011647
Hund,362475.462928334,5280995.27748924
Hunda,365098.624512878,5281299.67632923
Hunde,364455.687288051,5283520.7328107
"Hund, Hunde",367044.446549404,5287460.5629076
Hunda,373817.449408808,5286668.93386391
d'Hundr,379864.018238386,5289104.57938155
Hunda,379864.018238386,5289104.57938155
Hunda,381273.32155267,5287354.45023805
Hünde,379173.607559313,5286451.59732648
"Hünd, Hünda",376932.07194162,5284341.67003752
Hunda,380164.083779572,5283401.322599
Hind,380414.256549598,5282279.89397229
Hunde,379627.6122882,5282688.6048049
Hund,377349.066580208,5281159.63140687
Hend,377700.887503642,5289765.7477755
Hund,379845.767431473,5285577.08593446
Hend,389087.068389801,5287382.22217149
"Hund, Hünd",391824.238657513,5287510.67048035
Hind,395342.049924605,5288266.63612569
Hünd,398185.492264962,5287910.3263136
Hund (Hünd),397665.795577911,5285613.75784525
Hüng,395758.253238595,5285132.95232918
Hüng,393841.284816128,5286495.09265609
Hund,391204.980713553,5285924.64323521
Hund,389975.909694587,5285125.09167374
Hund (m),387733.714028431,5282674.27392112
Hénd,387733.714028431,5282674.27392112
Hend,387733.714028431,5282674.27392112
Hind,388167.941342312,5285537.62395765
Hung,390549.916096873,5283051.93056084
d' Hung,392114.343800969,5282734.73932389
Hüng,394769.121341079,5281723.31575113
Hūng,397036.084584904,5283355.86620199
Hünd,399660.746345815,5285442.20835337
Hüng,392475.468953693,5281032.63789199
Hin͜g,391133.18970756,5280968.66814083
d'Hünd,389151.502540749,5283013.94912344
Hünd,403175.826506232,5287384.6937804
Hünd,407594.434235857,5289015.73938393
Hünd,409848.83929945,5289299.31348223
Hünd,412408.704718524,5289275.65800947
Hünd,411527.618355484,5284883.59124816
Hund,409731.864799753,5285922.81978311
Hunde,407938.038774728,5286240.01324229
Hund,404967.183171728,5285025.01377005
Hünd,407321.724775358,5281222.8963382
Hünde,409814.024654876,5282467.65887556
Hünd,405346.718067631,5282668.74601173
d' Hünd,415255.049445532,5287412.53521114
Hünd,418010.523534468,5288335.6122861
d'Hůnd,418595.164508964,5287092.38500043
Hünd,421386.907856392,5288068.79045243
Hünd',416288.142148906,5286716.12176789
Hünd,415507.412047095,5285274.54529613
de Hunde,417808.396360331,5285550.55458462
Hünd,412747.503047414,5285529.89584172
Hünd,413957.765496143,5284431.33923175
Hünd,416632.70112513,5284072.19487714
Hünd,419920.704977723,5283203.36920885
Hünd,412979.664095699,5281544.56089574
Hünd,414507.696372628,5281621.94024545
Hund,426062.727975515,5290253.82390436
Hünd,425361.078245382,5288030.76349002
"Hund, Hunda",354996.600179651,5281400.43659218
Hund,356742.982595064,5281279.31647277
d' Hunda,361072.804781423,5279755.40164884
Hunde,361605.102959845,5279076.64877711
Heng,359787.822381679,5278309.51213413
d' Hunda,358868.744867713,5276913.9385239
Hend,358268.990509855,5277596.80953483
Heng,356747.82473176,5277019.09673559
Hend,354148.199010534,5277158.12753732
d'Hunde,351634.240312944,5277265.00222655
Hunda,357608.400140424,5275539.05563503
Hundă,358298.479477571,5274296.82360276
"Hund, Hunda",358602.717419757,5273042.90477252
"Hund, Hend",360619.289510877,5272917.62892098
"d' Hend, d' Hunda",361935.001434041,5276257.77631294
"a Hund, d' Hunde",381018.625891856,5273859.94948252
Hu(ö)nd,386899.10508169,5372587.16787625
Hund u. Hind,386899.10508169,5372587.16787625
Hund ,386899.10508169,5372587.16787625
Hään,388924.604182398,5371487.31295333
Hend,384702.275440994,5370357.59648267
Hůnd,384702.275440994,5370357.59648267
Hünd,388007.695177745,5368782.26412204
Hend,381506.236920954,5358335.38412454
Hůnd,384153.28417607,5368677.51695894
Hind,384153.28417607,5368677.51695894
"Huͦnd, Hennd",383472.656617811,5367050.23036378
Hund,385451.500776734,5363900.83045917
Hund,388325.566876364,5364012.46925444
"Hund, Hǖnd",387887.722120025,5365524.44639043
Hend,383051.626497305,5370015.64688292
Höin,391582.555500486,5373179.19797177
Heïn,394614.261955274,5372462.47416866
Hend,401712.546738879,5371934.28402025
Hönd,393987.587898601,5370215.9234711
Hund,392333.006771399,5367183.87848546
Hund,390396.518322012,5367722.52077575
Hünd,390552.722066364,5364208.07097061
Hend,397150.708827703,5363931.01600115
hind,397907.60911768,5364863.52330367
Hĕnd,401077.514415342,5363968.94601663
Hend,399886.478890323,5367720.13694051
Hund,402440.149557845,5371572.55632102
Hund,402440.149557845,5371572.55632102
Hond,405094.528425294,5371333.90525091
Hind,405638.792573838,5369270.13554446
Hend,401871.908766251,5369065.16376966
Hind,412323.347543159,5368670.05012762
Hind,412425.913289487,5366888.49349147
Hind,412094.149497082,5364955.79721753
Hund,413821.07987527,5372193.62295272
Hind,415914.68927909,5371616.20200385
Hind,420043.158403939,5372232.23711392
Hund,421128.218808615,5371836.77054754
Hint,422273.13444696,5371591.88969046
Hund,423612.028539969,5370656.45483057
Hünd,420109.828013382,5370832.70984687
k.A.,422000.563112845,5369295.45242184
Hind,424741.382430613,5369495.11786305
"Hėnd, Hund",424571.520214158,5368453.46977749
Hünd,423876.044634838,5367043.10902192
Hünd,420109.828013382,5370832.70984687
Hend,425493.550787579,5364805.93542329
Hunde,422040.167721407,5363740.68462843
Hünd,419209.654847475,5363994.9033076
Hunde,413780.596715075,5368665.44210224
Hund,417690.499405329,5367302.00185027
Hend,376405.516469045,5362484.07634807
"Hund, Hend",373502.128189294,5358294.61450324
Hend,371353.349627379,5357026.25258842
Hund,373267.247580914,5356668.51403878
Hend,375423.035551298,5357292.46861485
Hind,374233.781134156,5355764.08850956
"Hund, Hind",372937.057269327,5355028.98468678
Hůnd,375787.537186532,5355185.02240983
Hend,386628.460888771,5363127.71329285
Hund,385470.446769907,5362640.61406727
Hund,385470.446769907,5362640.61406727
Hend,385470.446769907,5362640.61406727
Hünde,384712.638518721,5361490.65492248
Hünd,384697.369426211,5360156.63066553
Hend,382836.22392415,5360452.73893806
"Hünd', Hund'",381506.236920954,5358335.38412454
Hend,380479.790845048,5358253.49155019
Hend,388812.790265051,5361607.8100201
"Hund, Hünd",388070.543985255,5359453.05462186
k.A.,386731.201813941,5359857.68925579
Hend,386329.030234806,5357232.68313251
Hund,386329.030234806,5357232.68313251
Hund,383875.595425402,5357930.59380467
Hůnd,382909.063636156,5356442.64111922
Hund,382804.664274281,5355441.81561719
Hund,396140.200334019,5362906.5119719
Hi̊nd,395522.151140029,5361302.31714272
Hend,394315.21884617,5359275.48912436
Hound,395866.338206469,5358673.08821328
Hend,395866.338206469,5358673.08821328
Heind,395866.338206469,5358673.08821328
Hend,397391.461122285,5359770.50947814
Hend,398351.592488357,5361273.13007759
Hind,399256.859731905,5361840.69656182
Hend,398662.297827365,5355739.46012966
Hünd,397496.567073471,5354677.43427758
Hünd,394672.761044706,5357067.33280953
Hind,392711.191996994,5355806.49042329
Hund,391975.615307425,5354893.11860301
Hund,409522.02641459,5362480.31204739
Hend,407807.198098554,5359945.24709156
Hund,412322.975989578,5360136.03626636
Hind,409883.114793782,5357810.62156437
Hind,408129.293385113,5355868.64395337
Hund,404912.986027959,5355958.26367578
"Hund, Heend",402896.038332463,5357059.73192978
Hund,403616.354837693,5359683.57928836
Hind,412957.927709178,5353923.73428091
Hind,417943.33767767,5363262.67175841
Hind,418649.306294892,5361144.62956632
Hind,421345.476323006,5361351.17238364
Hünd,425042.961720464,5362005.91438862
Hünd,425401.390085205,5359824.46276319
"Hund, Hind",418408.89022925,5358841.22361407
Hind,416699.780322709,5358456.9314125
Hünd,414260.049007509,5362042.00682246
Hend,415049.795734039,5359416.37406268
Hund,413882.667392559,5356976.97932944
Hund,415445.390371756,5355793.94045189
Hint,416710.191212154,5354721.32495663
Hünd,419067.483443563,5354538.28990889
Hend,374989.145786759,5354211.73534821
Hend,376014.982229777,5352695.85481543
Hind,374036.562167936,5349266.54245838
Hend,372496.44689122,5347837.42124067
Hend,376632.605089692,5353950.09079866
Hēnd,378509.788637963,5353966.36912887
Hend,377961.442912462,5353604.49023817
Hend,376861.485102079,5351677.78464223
Hind,383495.078272518,5353175.93336198
Hend,382974.193807774,5351936.80815235
Hend,382781.924888551,5349444.46194092
"Hund, Hend",381217.175862179,5347752.26984696
Hund,380847.983253449,5345822.97088681
Hend,385127.961560527,5346112.02786293
"Hund, Hünd",385127.961560527,5346112.02786293
Hend,385127.961560527,5346112.02786293
Hend,388872.822507103,5351573.88250243
Hund,390349.098430533,5351967.75085877
Hend,397163.862013022,5352102.84616287
Hind,400733.899616564,5349415.51553381
"Hund, Hond",396670.171446976,5348766.25099954
"Hund, Hend",393757.941750212,5349585.92575057
Hend,391152.022282955,5347061.16826502
Hund,395329.94845189,5346543.68677536
Hund,396318.2988754,5345170.28205568
Hund,396318.2988754,5345170.28205568
Hünd,402195.306418486,5354058.72343204
Hund,401416.88752646,5351578.35818575
Hind,406180.509683849,5415092.20225998
Hünd,408003.476798359,5353269.1025019
Hund,412825.584192507,5349688.86894505
Hind,411598.029614296,5352471.63689702
Hind,411965.274770192,5348889.41934117
Hünd,410866.332156224,5347935.95490544
Hund,411987.034166004,5346552.18272011
Hind,411940.603993602,5345468.945995
"Hund,Hind",406677.770935849,5349559.55273294
Hind,406677.770935849,5349559.55273294
Hint,405439.286642824,5346953.94993718
Hund,413866.640698412,5353230.61056711
Hund,415509.513060789,5352329.90456078
Hind,415509.513060789,5352329.90456078
Hünd,420185.351603405,5353757.61543679
Hünd,428354.066602432,5357278.43167404
"Hund, Hünd",421481.063463181,5351283.79905176
Hind,422170.065396854,5349335.51897718
Hind,422503.123050097,5346934.15323565
Hind,415168.182422849,5347984.75390936
Hind,414911.027725916,5346616.71026827
Hind,415283.247930648,5344443.29067332
Hend,364861.548937845,5345114.30709599
Hund,372496.44689122,5347837.42124067
Hind,364861.548937845,5345114.30709599
Hund,364861.548937845,5345114.30709599
Hund,374047.958677155,5343198.12437177
Hend,374047.958677155,5343198.12437177
Hend,375512.157660455,5339169.53663486
Hund,375001.63980389,5336632.04535983
Hend,374875.739388194,5337777.90860622
Hund,380053.329578593,5344441.9213713
Hend,380053.329578593,5344441.9213713
Hund,377986.180973648,5342565.42990695
"Hond, Hend",377987.455880727,5340504.9448218
Hend,380551.403485042,5338284.66778055
Hund,383569.073741823,5338011.09904591
Hend,378394.493901153,5341538.15961873
Hund,390105.061573184,5342926.18098071
Hund,391536.917570006,5343724.88900793
Hund,393341.125501481,5342813.60404119
Hund,394167.839008249,5343168.45028282
Hend,395643.052015197,5342274.03285647
Hund,397276.29689375,5343239.47583988
Hind,399520.95186313,5342014.29407212
Hund,394042.344134618,5340570.171391
Hund,392377.813101991,5340696.93292608
Hund,389678.748809885,5339741.10757526
Hund,389045.765135626,5337805.37055967
"Hund, Hend",393757.708086994,5338252.8206176
Hund,393411.478944098,5337786.73736406
Hind,404454.899150714,5343756.1947199
Hind,404230.635338511,5342297.95859341
Hind,401627.658072731,5339111.36877535
Hind,409458.750240941,5344397.18816678
Hund,412386.699519668,5343288.61380688
Hünd,413040.337677422,5341295.27378128
Hind,411348.797717406,5340923.29804076
Hind,409195.360788276,5341752.05912466
Hünd,410583.615575669,5340076.96797513
Hind,413120.621177193,5340126.73242456
Būdel,411850.665652588,5338538.6309058
Hünd,412048.968280859,5336837.95886951
Hind,408594.728048533,5338480.85932547
Hund,408349.468473918,5335887.7382287
Hind,412952.966597757,5335168.75974556
Hind,416855.466937449,5343750.88875565
Hund,422335.724041365,5344398.43454013
"Hund, (Hind)",423345.342471757,5341290.95113888
Hund,418008.4202677,5337574.22729173
Hind,418684.098602729,5336733.02104074
"Hund, Hind",424810.312531668,5336378.99782618
Hund,376935.331930131,5394345.73071413
Hōnd,376131.327999923,5392977.77815718
Hend,378607.997633878,5401611.09168557
Hind,379868.807896928,5399783.47893839
Hůnd,379868.807896928,5399783.47893839
Hůnd,379868.807896928,5399783.47893839
Hund,380776.038126104,5398242.81885063
Hönd,383273.994241188,5396767.96161211
Hönd,385200.149410663,5397358.70836074
Hund,387060.731415206,5397418.77564855
"Hund, Hend",388603.265133758,5399397.27835999
Hund,388603.265133758,5399397.27835999
Hing,388570.541253662,5396010.81365496
Hönd,386876.447911815,5395212.95249545
Hung,386037.61528454,5395662.49760385
Heöng,383455.694775891,5394922.6758421
Hünd,385473.405954282,5394344.03072932
Hönd,385892.496069953,5393701.65372013
Höhnd,386682.467205485,5393115.19748056
Heund,389355.136544632,5394110.47935875
Hund,378750.361645341,5395715.19524629
Hend,380858.320317309,5394322.23764353
Hund,382709.075027775,5393681.6472937
Hend,379209.861773399,5392371.35969386
Hund,385949.857196199,5392066.96386122
Hund,377847.604788851,5397018.10236553
Höünd,385016.991145565,5398903.71297667
Hung,396208.996459261,5396896.14230397
Hünd,394268.255475184,5398705.96135801
Hund,396206.055489265,5399637.12337097
Hung,399265.782530474,5400352.94597641
Hung,399512.293056698,5397450.85996703
Hünd,398195.809298155,5396785.21943383
Hünd,399292.821614444,5396044.88957245
Hind,401290.887315938,5395970.45290483
"Hung, Hind",400759.579950031,5395013.58407221
Hung,399577.498792202,5394147.31378009
Hünd,397554.555641911,5394588.61655162
Hun͠g,398077.236571346,5392361.93617157
Hun,401183.691400449,5392639.97922198
Hünd,392260.87926558,5396562.52345927
Höhnd,390755.097271696,5396136.85905371
Hönd,394483.787589766,5395304.9019947
Hönd,393106.035953697,5394690.50004242
"Hůnd, Hung",395392.40787312,5393864.6076816
Hund,390425.030201105,5391932.27377434
Hund,390279.347236517,5400516.21698001
Hūnd,391244.927751114,5399041.81135329
Hund,394546.237697966,5390437.88473648
Hong,403437.522935328,5399136.44415883
Hund,405171.800978469,5398272.91285186
"der Hünd, die Hung",407835.425898141,5397391.24427727
d' Hung,410457.408206544,5396939.59264293
d' Hüng,412436.606669897,5399258.76585142
Hung,402440.149557845,5371572.55632102
Hing,410425.884603391,5394089.32057758
Hung,402508.484752196,5394599.31911314
Hung,403835.048015377,5392978.65364243
Henn,405233.959995223,5391497.20337796
"Hünd, Hind",419588.203527235,5397991.9533515
"Hünd, Hind",420091.949239669,5395973.50560478
Hund,425138.020648571,5398581.03706943
Hund,423903.011218159,5395689.25392679
Hund,426185.870883364,5396115.68441138
Honnd,425531.731071173,5393891.90020838
Hund,425096.267900071,5392642.50941171
Hund,421652.975169179,5391472.10119735
"Hünd, Heng",417555.105482264,5393777.71276123
Hünd,415927.908519606,5391927.3354283
Hend,374865.874003339,5388237.26030277
Hund,375263.175088487,5386908.40953932
Ho(u)nd,374865.874003339,5388237.26030277
"Hund, Hind",378130.105101709,5390842.26442364
Hend,380019.552284366,5391763.5087057
Hund,380858.320317309,5394322.23764353
Hund,381288.784716232,5392082.37986078
"Höund, Hend",383294.564309107,5392022.54730075
Hind,384126.871260894,5390667.56806296
"Hönd, Hung (Pl.)",387984.943941385,5391484.46879249
d'Hehnd,387567.108736421,5390995.76066032
Hūnd,382753.786259492,5389154.80176321
Hind,385606.333141196,5388287.60901649
Hend,385606.333141196,5388287.60901649
Hond,386975.757093617,5386164.94552814
"Hund, Hend (Mehrz.)",388760.658568237,5386426.26797374
Hund,389155.792576301,5385153.05679591
Hend,388513.391446074,5384215.01615307
Hend,389087.687054645,5383305.2106127
Hȫnd,386800.789882799,5383623.14946976
Hind,380545.227745506,5390435.65649348
"Hund, Hind",377246.412559743,5391937.97586548
Hund,382048.497009974,5387746.17519194
Huönd,385249.524872923,5384631.98409522
Hüend,390622.865967791,5390631.86987041
Heng,392891.249355793,5390104.47202838
Hǖnd,371233.093658251,5291115.49011501
Hing,397445.445504123,5390951.29687321
Huend,400096.60420029,5390595.52883292
Hünd,397409.325762719,5388366.75629932
"Hind, Hing",398203.570802129,5387463.90728816
"Hund, Hunde",398203.570802129,5387463.90728816
Hūn,391379.941685435,5388868.07916411
"Hǖnd, Hūnd",390229.710831999,5388001.96642514
Hoang,392365.004166129,5387706.05317803
Hing,394898.790528561,5388215.20330306
Hīnd ,394901.539033717,5386903.07891126
Hǖnd,396350.182858312,5385635.30228639
Heend,394141.694160414,5385459.58879633
Hünd,396454.86796428,5384392.48183721
Hüend,396454.86796428,5384392.48183721
Heng,395491.84196685,5390820.51110816
Hünd,413528.071248848,5390243.78641555
Hond,408195.184446349,5389109.80187344
Hund,405373.109861535,5388432.77916454
k.A.,404315.673972623,5389381.31155496
"Hünd, Hung",402078.617982901,5388600.38259147
Hǖnd,401839.525758911,5387144.64970369
Hund,407279.037627669,5387701.6693606
Hünd,404224.742584596,5386377.47929546
Hung,403648.90730003,5385378.84722153
"Hend, Hünde",406790.189549552,5382120.49023166
Hund,406516.091190362,5383250.21989074
Heͥnd,407747.535896432,5384408.46303294
Hennd,408057.049268124,5385390.71393944
Hund,408268.792213809,5386078.82367802
Hüend,403066.842556645,5384458.20760327
Hund (Hind),411590.103424764,5384801.53805679
Hend,421128.160149037,5389650.56536323
Hund,418050.182582035,5388911.90242643
Hound,418050.182582035,5388911.90242643
Hind,416853.252214201,5388080.06461397
Hund,415707.581602487,5386316.01444911
Hund,418727.928190784,5386565.0830752
"Hund, Hind",420430.094068579,5386438.4653232
Hind,425928.539433016,5385740.80132485
Hind,419180.319427668,5384502.87992654
Hünd,414189.58859086,5384212.07535032
Hond,417031.174025937,5383654.72043972
"Hund, Hind",416490.700429879,5382414.16862229
"Hönd (Sg.), Hind (Pl.)",376791.222365197,5378767.91998372
Hejnd,376791.222365197,5378767.91998372
Hund,376300.163929174,5376204.29850815
Hund,374246.18741451,5375119.843131
Hund,384757.642286942,5382398.0406737
Hend,386313.291549195,5381505.76217337
Heng,386313.291549195,5381505.76217337
Hend,386876.279341622,5381027.40443915
Heend,382276.332338076,5378609.61286138
"Hund, Hind",383920.763541613,5377798.25103241
"Hund, Hend",385620.543168407,5377399.91710213
Hend,388593.15667273,5377463.86373529
Hůnd,388168.191976328,5375729.84401449
Hund,381275.227656963,5377347.34689971
Hůnd,384241.746904585,5377032.17291363
Hēn,384841.414700158,5373701.77808896
Hend,380737.270309722,5373973.7571358
Hēnd,387727.90696653,5382807.3078314
"Hünd, d'Hünd",377565.050596971,5377921.49210989
Heund,384318.178091874,5381080.44683345
Hund,388391.123383282,5380983.85673765
Hend,389864.242007488,5382542.7385804
d'Heend,393564.959065218,5382486.05136873
Hünd,394141.694160414,5385459.58879633
d'Hūnd,421780.800997444,5429218.64348191
Hund,411000.589384318,5422881.9932512
Hend,400618.552674561,5382400.55277494
Hund,391415.068189606,5380636.78978333
Hēnd,391415.068189606,5380636.78978333
"Hi̊nd, Hēnd",389359.802059664,5379807.21615364
Hehnd,391708.189439296,5379645.97710244
Hind,394114.267217517,5380076.17607752
Heend,397828.40880853,5379332.71654009
Hend,395875.98758655,5375962.6793391
d'Hund,394117.297994971,5375596.22065375
Hund,391303.682212014,5375351.69896257
Hȫnd,397169.871578203,5373406.0792906
Hend,399808.345082033,5374449.41119255
Hǖnd,399332.713704127,5376567.09786635
Hend,395845.317043873,5379660.31924281
Hünd,390138.797731281,5380619.26866301
Hind,412586.013969595,5380800.13798952
"Hend, Hind",413098.708248072,5374997.50731698
"Hund, Hind",412788.663775033,5374002.78375174
"Hunde, Hind",404895.390645058,5375878.00004874
Hund,404895.390645058,5375878.00004874
Hünd,401621.088939103,5381939.31677256
"Hund (Sg.), Hind (Pl.)",403177.164365225,5381524.31861227
d'Hend,399931.201305454,5379125.99952743
Hund,414716.794240877,5380314.98984595
d'Hond,417377.371368966,5379151.35191027
Hung,419813.820852478,5380007.81524021
Hind,423915.935368345,5378724.6982152
Hind,424717.08253151,5376819.53888533
Hund,424884.228017708,5373178.6006034
"Hund, Hind",422969.437728852,5374045.97443714
Hind,420530.730861705,5373591.7033576
d'Hound,417381.580862053,5374749.76977083
d'Hund,417381.580862053,5374749.76977083
Hund,415227.151840058,5375830.11664788
unsre Hund,418229.141298547,5376767.52273978
Hind,420388.233025917,5376686.61913675
Hung,416558.345526635,5379759.32918416
Hoend,376155.953875178,5372388.73519093
Huend,376155.953875178,5372388.73519093
Hunde,371226.648780131,5366256.90191519
Hu̱nde,461701.414616644,5458872.95483029
die Hund,462400.339730225,5456526.78445625
Hund,467118.288450478,5462969.13468637
"Hund, Handä",463614.110354,5461044.55502073
Hunde,465243.40912462,5460127.93097928
Hünd,468692.642085277,5460192.80335096
Hund (m) ,474042.437669011,5461178.82990376
Hund ,473180.006682731,5456811.64854662
Hund,471080.58999208,5457020.17199853
Hund,464874.226018621,5455490.9674889
Hund,477891.388961674,5463408.79633951
Hund,478316.579913457,5460297.59888672
Hund,478316.579913457,5460297.59888672
Hünd,480932.645335694,5461120.57898845
"Hund, Hund",482442.629405961,5462946.55298195
Hunn,486597.411312725,5463231.66878064
Hünd,487040.975703865,5460574.70989284
Hund,484036.617958006,5458771.63006388
Hund,480756.216889191,5458902.19895559
Hund,478246.10450144,5457554.14647974
Hund,476711.684161256,5455962.88653061
Hund,479049.131793615,5456191.39820538
Hund,482265.816661078,5456795.97993835
Hunde,484769.487584344,5457368.79235686
Hund,484292.253427774,5455073.34063712
Hund,490425.398026854,5463060.23604408
Hind,491586.051911227,5462632.54734202
Hunde,494169.260263176,5460789.31140517
Hund,497166.378574569,5460000.96922797
Hind,498173.955785046,5463701.43308339
Hund,498808.880167628,5456260.58885427
Hund,496692.496506444,5456716.14071561
Hund,490799.682019525,5455685.61833146
Hind,488484.459868081,5457580.99039797
Hund,491060.140650528,5460124.23951697
Hind,493028.320033583,5455438.88088008
Hund,507324.97315995,5463368.05454232
die Hind,509658.537102703,5462854.71535045
Hund,506097.881771129,5459842.42367446
Hind,506504.632384115,5457767.33029913
"Hind, Hind",508863.716768688,5455483.84748215
Hund,502920.152283323,5455886.59101565
Hind,500688.901105845,5457525.62198975
Hunde,502510.838657437,5459864.07204077
Hind,501623.264373518,5461403.45711082
d'Hind,504561.199956274,5462724.71474096
Hünd,499970.924675008,5461857.90757817
Hund,510365.052469802,5460870.47903126
Hünd,509893.683381838,5458996.37495107
Hund,510751.722663632,5456832.37643612
d'Hünd,457013.945174502,5453494.43985527
Hunde,460178.237138175,5453724.12934475
d'Hund,461354.64104579,5449457.7759885
Hund,458052.757342412,5448311.23651526
Hund,465022.197161907,5452548.36704173
Hund,467200.429063283,5454437.14104555
Hund,473383.400111746,5451925.75447015
"Hund, Hind",474743.118356402,5451954.92885137
Hind,474256.646366404,5450078.38251545
Hund,474141.624469685,5447918.86573615
Hund,472435.856783224,5447382.38567781
Hünd,466854.048401902,5448156.83492855
"Hund, Hünde",463332.791123628,5447058.49184339
d'Hund,476821.153117825,5454828.47168156
Hund,478025.070665306,5454303.25145705
Hunde,479819.83178376,5455232.44308366
Hund,483562.057788229,5453535.75735433
Hund,484040.225669272,5452739.4815229
die Hund,485834.547734314,5450870.25199141
Hund,486374.206114883,5448494.30637218
Hunnd,514767.381749985,5460514.79268021
Hind,481835.390012483,5447386.79353337
Hund ,476329.165244683,5447203.11340778
Hünd,479151.84852909,5451993.18069961
Hind,488036.05398973,5454768.21682671
die Hund,493347.712122208,5454165.5872829
Hind,493903.172892721,5451599.14522809
die Hund,498737.916566684,5454585.27083658
Hund,497611.43886468,5450069.93505435
d'Hund,499402.716747055,5450430.74997087
Hunde,498613.969606536,5447945.15202343
Hund,495687.021642497,5446504.80504325
d'Hunde,495403.223912426,5448828.46287652
Hund ,492034.641714111,5446144.23406607
k.A.,488167.48101539,5446820.40639736
Hind,489965.608720622,5449220.32124311
Hind,490958.799245139,5450654.91250596
k.A.,499641.047960484,5452676.35220061
Hund,504060.659169169,5452596.68327944
Hind,507433.312103704,5454176.59160376
Hund/e,504220.209507303,5454373.29728905
Hind,457315.129587489,5445653.15529964
d'Hund,457377.365754984,5442852.20286851
d'Hund,456839.586041603,5441428.90655429
Hunde,455639.861236227,5438675.73707905
Hunde,462112.250044154,5439236.85463544
"Hunde, d'Hund",462768.532847048,5445962.7691464
Hund (m) ,473185.459138137,5445508.79844684
Hünde,470890.006672373,5441291.48971259
Hund,466566.019441895,5442708.92491484
Hind,465044.300905481,5441773.3816528
k.A.,464264.585750588,5439998.50936405
die Hünde,465520.191966581,5438763.2104052
Hünd,464250.23480024,5437664.00518676
"Hund, Hind",467374.873830822,5437123.31646902
die Hund,473880.809809135,5436976.51680305
"Hund, Hünd",474117.700302173,5438759.66969725
Hind,470890.006672373,5441291.48971259
Hund,479476.662769974,5444560.23217635
Hünd,477326.235178781,5443657.04978005
Hund,475637.386783762,5443543.06419936
